key,english,translation,status
"hazards.HT","extreme heat","极端高温","machine"
"hazards.EP","disease outbreaks","疾病暴发","machine"
"hazards.CH","cholera","霍乱","machine"
"hazards.RVF","Rift Valley fever","裂谷热","machine"
"hazards.CS","crop stress","庄稼受损","machine"
"hazards.CF","crop failure","庄稼绝收","machine"
"hazards.FI","food shortages","粮食短缺","machine"
"hazards.TC","tropical storms","热带风暴","machine"
"hazards.TCE","tropical storms reaching farther east","热带风暴影响到更靠东的地方","machine"
"hazards.ST","storms","风暴","machine"
"hazards.HS","high seas","大浪","machine"
"hazards.SI","salt water in wells","井水变咸","machine"
"hazards.FR","highland frost","高原霜冻","machine"
"hazards.SN","low snowpack","积雪偏少","machine"
"hazards.HSN","heavy snow","大雪","machine"
"hazards.CD","cold spells","寒潮","machine"
"hazards.FLS","spring floods","春季洪水","machine"
"hazards.MW","a mild winter","冬天偏暖","machine"
"hazards.CU","a cool summer","夏天偏凉","machine"
"season_with_local","{season} ({local})","{season}（{local}）","machine"
"risks","Main risks: {list}.","主要风险：{list}。","machine"
"list_sep",", ","、","machine"
"list_last"," and ","和","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","最新的季节模型对{season}的预报是{pct}。","machine"
"forecast_agree","That agrees with the usual pattern.","这与通常的规律一致。","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","这与通常的规律不一致，所以把握较小。","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","这接近正常水平，所以这次的规律可能比较弱。","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","（这份预报只包含 {n} 个月，整个时段共 {of} 个月。）","machine"
"history_few","Too few past events have data here to give a local average.","这里有数据的往年事件太少，无法给出本地平均值。","machine"
"local_seasons.spring and summer","spring and summer","春季和夏季","machine"
"local_seasons.winter and spring","winter and spring","冬季和春季","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","季前闷热期和雨季","machine"
"local_seasons.the monsoon","the monsoon","季风季","machine"
"local_seasons.the summer rains","the summer rains","夏季雨期","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","东北部（Nordeste）雨季","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","亚马孙旱季","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","梅雨和夏季汛期","machine"
"local_seasons.the dry season","the dry season","旱季","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","沿海雨季","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","Belg/Deyr 雨期","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","Kiremt 雨期","machine"
"local_seasons.the wet season","the wet season","雨季","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","雨季和伏旱期（canícula）","machine"
"local_seasons.musim kemarau","musim kemarau","旱季（musim kemarau）","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","西南季风季","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","东北季风季","machine"
"local_seasons.the winter rains","the winter rains","冬季雨期","machine"
"local_seasons.the short rains","the short rains","短雨季","machine"
"local_seasons.the Maha season rains","the Maha season rains","Maha 季雨期","machine"
"local_seasons.the rainy season","the rainy season","雨季","machine"
"local_seasons.winter","winter","冬季","machine"
"local_seasons.the highland rains","the highland rains","高地雨期","machine"
"local_seasons.the Deyr rains","the Deyr rains","Deyr 雨期","machine"
"local_seasons.the Vuli rains","the Vuli rains","Vuli 雨期","machine"
"local_seasons.the second rains","the second rains","第二个雨季","machine"
"local_seasons.spring","spring","春季","machine"
"pct_above_cap","more than {n}% above normal","比常年多 {n}% 以上","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","把身份证件、土地证明和电话号码放进密封的塑料袋里。","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","洪水过后，证件是最难补办的东西。","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","和家人商量好去哪个高处，以及走哪条路过去。","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","在黑夜里、在雨中才做决定，人最容易受伤。","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","用有盖的容器存好干净的饮用水，够用三天。","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","洪水最先污染水井和自来水。","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","现在就清理住处附近的排水沟、屋檐水槽和水渠。","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","排水沟堵住，大雨就会在院子里积成洪水。","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","把粮食、种子、化肥和贵重物品从地面挪到高处。","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","就算水很浅，也会毁掉存放的粮食和种子。","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","想好牲畜可以转移到哪块高地。","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","洪水的损失里，牲畜往往是最大的一笔。","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","弄清本地的预警是怎么发出的：广播、短信、大喇叭，还是邻居通知。","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","官方预警就是开始行动的信号。","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","在应急包里放上一周的日常药品。","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","诊所可能有几天去不了。","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","了解上一次大洪水时河水涨到哪里，待在那条水线以上。","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","过去的最高水位是最好的本地参考。","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","大雨时，不要穿过被水淹的道路或干河床。","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","山洪造成的死亡，多数发生在车里和过河的地方。","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","留意住处上方的山坡有没有新裂缝、树木倾斜或冒出泉水。","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","山坡塌下来之前，会出现警示迹象。","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","如果你住在陡坡下面，大雨时安排到更安全的地方过夜。","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","滑坡多发生在连下几天雨之后的夜里。","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","修好漏水的地方，多准备储水的容器：水箱、水桶，或有盖的水窖。","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","现在省下的每一升水，以后就不用去挑回来。","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","向农技员打听早熟或耐旱的种子。","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","生长期短的作物，可以在雨停之前收成。","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","分批播种：一部分早播，一部分按平常时间播，不要一次全播完。","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","这样可以分散雨季假开头带来的风险。","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","多割一些饲草存起来；可以考虑早一点卖掉体弱的牲畜。","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","大家同时卖的时候，价格会下跌。","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","现在价格还正常，可以少量多次地买些主粮存起来。","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","收成不好的时候，粮价涨得最快。","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","和邻居商定好，共用的水井或水塔怎样定量分水。","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","定好规则，缺水时就不容易发生争执。","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","如果你在北部或东部，请储水并安排好灌溉。","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","厄尔尼诺年的夏天，那里常常很干。","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","洗过的水可以再用来浇菜园和冲厕所。","machine"
"steps.water-reuse.why","Cuts household water use by a third.","这样家里的用水可以少三分之一。","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","了解你所在城市的限水时间表，在供水的日子把容器装满。","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","旱季城市会限水；知道是哪一天，就不会遇到没水的水龙头。","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","把房屋周围至少10米内的干草和灌木清掉。","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","清出一圈空地，多数草火就烧不到房子。","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","天热有风的日子，不要烧田，也不要烧垃圾。","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","多数大火，都是从失控的计划烧荒开始的。","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","做好提早离开的计划，并留意消防部门发布的火险等级。","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","发生丛林火灾时，太晚离开是最危险的选择。","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","准备一个撤离背包，并知道离开你所在地区的两条路。","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","野火可能在几分钟内就封住主路。","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","备好口罩，用在有烟的日子；再准备一间可以关严的房间。","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","烟霾对儿童和老人的伤害最大。","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","把重活安排在清早和傍晚做。","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","中午前后最容易中暑生病。","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","每天去看看年长的邻居和独自居住的人。","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","多数因高温死亡的情况，都是在家里悄悄发生的。","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","常喝水，不要等到口渴才喝。","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","身体已经缺水了，人才会觉得口渴。","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","洪水淹到水井或水管时，喝的水要煮开或消毒。","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","霍乱和腹泻会通过洪水传播。","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","每隔几天把家周围的积水倒掉，并使用蚊帐。","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","大雨过后，蚊子传播的疾病会增多。","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","家里备好口服补液盐，并知道最近的诊所在哪里。","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","霍乱暴发时，尽快补水能救命。","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","牲畜突然死亡或流产，要报告兽医；不要去接触生病的牲畜。","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","洪水过后，裂谷热会从生病的牲畜传给人。","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","给田地盖上一层草或秸秆，保住土里的水分。","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","有了这层覆盖，土壤可以多湿一两周。","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","种几种不同的作物，其中要有一些需水少的。","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","一种作物失收时，还有别的活着，损失就小一些。","machine"
"steps.cropfail-insurance.text","Ask about crop insurance or a farmer group support scheme before planting.","播种前，先问一问农作物保险或农户互助支持项目。","machine"
"steps.cropfail-insurance.why","Most schemes close their sign-up before the season starts.","大多数项目在这一季开始前就停止报名了。","machine"
"steps.food-network.text","Find out which local groups give food or cash support and how to register.","打听清楚哪些本地组织发放食物或现金支持，以及怎样登记。","machine"
"steps.food-network.why","Registering early avoids queues when help arrives.","早登记，救助到来时就不用排长队。","machine"
"steps.hurr-kit.text","Prepare a hurricane kit: water, food, torch, radio, medicines, documents.","准备飓风应急包：水、食物、手电、收音机、药品、证件。","machine"
"steps.hurr-kit.why","Shops and power may be out for days after a storm.","风暴过后，商店和电力可能会停好几天。","machine"
"steps.hurr-shelter.text","Know your nearest shelter and how you will get there.","知道最近的避难所在哪里，也知道自己怎样去。","machine"
"steps.hurr-shelter.why","Shelters fill fast once a warning is issued.","一发出预警，避难所很快就会住满。","machine"
"steps.typh-kit.text","Prepare a typhoon kit: water, food, torch, radio, medicines, documents.","准备台风应急包：水、食物、手电、收音机、药品、证件。","machine"
"steps.typh-kit.why","Shops and power may be out for days after a storm.","风暴过后，商店和电力可能会停好几天。","machine"
"steps.typh-boats.text","Fishers: agree a safe harbour plan and follow no-sail warnings.","渔民：商定好安全避风港的计划，遵守禁止出海的警告。","machine"
"steps.typh-boats.why","Most typhoon deaths at sea are boats caught out.","台风在海上造成的死亡，多数是船只被困在海上。","machine"
"steps.cyc-kit.text","Prepare a cyclone kit: water, food, torch, radio, medicines, documents.","准备气旋应急包：水、食物、手电、收音机、药品、证件。","machine"
"steps.cyc-kit.why","Shops and power may be out for days after a storm.","风暴过后，商店和电力可能会停好几天。","machine"
"steps.cyc-roof.text","Tie down or repair loose roofing before the season.","在这个季节到来前，把松动的屋顶绑牢或修好。","machine"
"steps.cyc-roof.why","Loose roof sheets are the main cause of cyclone damage and injury.","屋顶铁皮松动，是气旋造成损坏和受伤的主要原因。","machine"
"steps.cycmoz-plan.text","Know your evacuation route and shelter before the cyclone season.","在气旋季节到来前，弄清自己的撤离路线和避难所。","machine"
"steps.cycmoz-plan.why","Cyclones in the Mozambique Channel bring floods far inland.","莫桑比克海峡的气旋会把洪水带到很远的内陆。","machine"
"steps.cycshift-plan.text","Prepare for cyclones even if your island is rarely hit.","即使你的岛很少被气旋袭击，也要做好准备。","machine"
"steps.cycshift-plan.why","During El Niño, cyclones form and travel farther east than usual.","在厄尔尼诺期间，气旋生成和移动的位置会比平常更偏东。","machine"
"steps.storm-trees.text","Trim weak branches and secure loose items outdoors.","修剪脆弱的树枝，把院子里没有固定好的东西收好或绑好。","machine"
"steps.storm-trees.why","Falling branches cause most storm damage to homes.","风暴对房屋的损坏，多数是树枝掉落造成的。","machine"
"steps.seas-move.text","Move valuables and sleeping areas away from the shoreline during king tides.","在特大潮期间，把贵重物品和睡觉的地方搬到离海岸线更远的位置。","machine"
"steps.seas-move.why","Sea level is higher than normal on Pacific atolls during El Niño.","厄尔尼诺期间，太平洋环礁的海平面比平常更高。","machine"
"steps.salt-store.text","Store fresh water before the dry season; test wells for salt.","在旱季前储存淡水；检测水井里有没有盐分。","machine"
"steps.salt-store.why","Low river flow lets sea water push into wells and canals.","河水流量小的时候，海水会往水井和水渠里倒灌。","machine"
"steps.frost-cover.text","Cover seedlings at night and keep seed for replanting.","晚上给幼苗盖上保护物，并留下一些种子，以便重新播种。","machine"
"steps.frost-cover.why","Highland frost during dry spells can kill a whole crop overnight.","干旱期高原地区的霜冻，可能一夜之间冻死整片作物。","machine"
"steps.snow-water.text","Expect lower rivers next summer; plan irrigation and water use early.","明年夏天河水可能变少；请提早安排灌溉和用水。","machine"
"steps.snow-water.why","Less winter snow means less water later in the year.","冬天下的雪少，今年后面的水就会少。","machine"
"steps.snow-kit.text","Keep extra food, heating fuel and medicines in case roads close.","多备一些食物、取暖燃料和药品，以防道路封闭。","machine"
"steps.snow-kit.why","Heavy snow can cut off towns for days.","大雪可能让城镇好几天进出不了。","machine"
"steps.cold-heat.text","Check heating, insulation and warm clothing before winter.","入冬前检查取暖设备、房屋保温和保暖衣物。","machine"
"steps.cold-heat.why","Cold snaps hit older people and babies hardest.","寒潮对老人和婴儿的影响最大。","machine"
"steps.spring-melt.text","Expect higher rivers in spring when heavy snow melts.","冬天雪多，春天融雪时河水可能上涨。","machine"
"steps.spring-melt.why","A snowy winter often means spring floods.","多雪的冬天常常意味着春天会有洪水。","machine"
"steps.mild-pests.text","Watch for more pests and mould; a mild winter kills fewer of them.","注意虫害和霉菌变多；冬天不冷，冻死的虫子就少。","machine"
"steps.mild-pests.why","Cold normally keeps pests and disease in check.","寒冷通常能压住虫害和病害。","machine"
"steps.cool-crop.text","Choose crop varieties that ripen in a cooler, wetter summer.","选择能在较凉、较湿的夏天成熟的作物品种。","machine"
"steps.cool-crop.why","Cool summers delay ripening and increase crop disease.","夏天偏凉会让作物成熟变慢，病害也会增多。","machine"
"steps.always-official.text","Follow your national weather service for warnings; this briefing is a seasonal outlook, not a warning.","预警请以本国气象部门发布的为准；本简报是季节展望，不是预警。","machine"
"steps.always-official.why","Only official services issue alerts for specific days and places.","只有官方部门才会针对具体日期和地点发布警报。","machine"
"steps.always-share.text","Tell one neighbour what this season may bring.","把这个季节可能出现的情况告诉一位邻居。","machine"
"steps.always-share.why","Communities that talk about risk early prepare better.","早一点谈论风险的社区，准备得更好。","machine"
"regions.peru-ecuador-coast.name","Coastal Peru and Ecuador","秘鲁和厄瓜多尔沿海地区","machine"
"regions.peru-ecuador-coast.el_nino_note","Warm coastal water brings heavy rain to a normally dry coast. 1982-83, 1997-98 and 2017 brought severe floods.","沿海海水变暖，会给平常干旱的海岸带来大雨。1982—83年、1997—98年和2017年都出现过严重洪水。","machine"
"regions.peru-ecuador-coast.la_nina_note","Cooler sea and drier coast.","海水较凉，海岸较干。","machine"
"regions.northern-south-america.name","Northern South America and the Amazon","南美洲北部和亚马逊地区","machine"
"regions.northern-south-america.el_nino_note","Weaker rains and heat raise fire and river-low-water risk across the Orinoco and Amazon basins.","降雨减弱、天气炎热，奥里诺科河流域和亚马逊河流域的火灾风险和河水偏低的风险都会上升。","machine"
"regions.northern-south-america.la_nina_note","Heavier rains, especially in Colombia and Venezuela.","雨量更大，哥伦比亚和委内瑞拉尤其明显。","machine"
"regions.northeast-brazil.name","Northeast Brazil (Nordeste)","巴西东北部（Nordeste）","machine"
"regions.northeast-brazil.el_nino_note","The main rainy season often fails or comes late in strong El Niño years.","在强厄尔尼诺年，主要雨季常常不来或者来得晚。","machine"
"regions.northeast-brazil.la_nina_note","Rainy season tends to be stronger.","雨季往往更强。","machine"
"regions.southeast-south-america.name","Southeastern South America","南美洲东南部","machine"
"regions.southeast-south-america.el_nino_note","Southern Brazil, Uruguay, northeastern Argentina and Paraguay usually get heavy spring and summer rain and river floods.","巴西南部、乌拉圭、阿根廷东北部和巴拉圭，春季和夏季通常雨水很多，河流会发生洪水。","machine"
"regions.southeast-south-america.la_nina_note","Drier spring and summer; crop stress is common.","春季和夏季偏干；作物常常受旱。","machine"
"regions.central-chile.name","Central Chile","智利中部","machine"
"regions.central-chile.el_nino_note","Winter storms tend to be wetter.","冬季风暴往往带来更多雨水。","machine"
"regions.central-chile.la_nina_note","Winter rains tend to be weak.","冬季降雨往往偏少。","machine"
"regions.altiplano.name","Andean highlands (Altiplano)","安第斯高原（Altiplano）","machine"
"regions.altiplano.el_nino_note","Summer rains tend to be weaker on the high plateau; the coast below can be wet at the same time.","高原上的夏季降雨往往偏弱；同一时期，下面的沿海地区可能很湿。","machine"
"regions.altiplano.la_nina_note","Signal is weak and varies.","信号较弱，每年情况不同。","machine"
"regions.central-america-dry-corridor.name","Central America and southern Mexico","中美洲和墨西哥南部","machine"
"regions.central-america-dry-corridor.el_nino_note","Rainy season starts late and the mid-summer dry spell (canícula) is longer, especially in the Dry Corridor.","雨季开始得晚，仲夏的干旱期（canícula）更长，干旱走廊地区尤其明显。","machine"
"regions.central-america-dry-corridor.la_nina_note","More rain and a more active Atlantic hurricane season.","雨水更多，大西洋飓风季更活跃。","machine"
"regions.caribbean.name","Caribbean islands","加勒比群岛","machine"
"regions.caribbean.el_nino_note","Drier wet season and usually fewer Atlantic hurricanes.","雨季偏干，大西洋飓风通常较少。","machine"
"regions.caribbean.la_nina_note","More active Atlantic hurricane season.","大西洋飓风季更活跃。","machine"
"regions.southern-us-north-mexico.name","Southern United States and northern Mexico","美国南部和墨西哥北部","machine"
