key,english,translation,status
"status_line","Global status: {status} (issued {issued}).","Состояние Эль-Ниньо/Ла-Нинья в мире: {status} (опубликовано {issued}).","machine"
"steps_title","What to do now","Что делать сейчас","machine"
"defer","For warnings, follow {service}. This briefing is a seasonal outlook, not a warning.","О предупреждениях узнавайте у {service}. Этот обзор — сезонный прогноз, а не предупреждение.","machine"
"ui.app_name","ENSO Ready","ENSO Ready","machine"
"ui.tagline","What this El Niño means for you, and what to do about it.","Что этот Эль-Ниньо значит для вас и что с этим делать.","machine"
"ui.search_label","Where do you live?","Где вы живёте?","machine"
"ui.search_placeholder","Type a town or city","Введите село или город","machine"
"ui.use_location","Use my location","Использовать моё местоположение","machine"
"ui.see_briefing","See my briefing","Показать мой обзор","machine"
"ui.livelihood_q","What best describes you?","Что вам больше подходит?","machine"
"ui.livelihood_farmer","I farm or keep animals","Я выращиваю урожай или держу животных","machine"
"ui.livelihood_coastal","I live near the coast or a river","Я живу у моря или у реки","machine"
"ui.livelihood_urban","I live in a town or city","Я живу в городе или посёлке","machine"
"ui.livelihood_all","Just show me everything","Покажите мне всё","machine"
"ui.tell_more","Tell me more","Рассказать подробнее","machine"
"ui.show_less","Show less","Показать меньше","machine"
"ui.step_of","Step {i} of {n}","Шаг {i} из {n}","machine"
"ui.why_matters","Why this matters","Почему это важно","machine"
"ui.done","Done","Готово","machine"
"ui.next_step","Next step","Следующий шаг","machine"
"ui.show_all_steps","Show all steps","Показать все шаги","machine"
"ui.minutes","about {n} minutes","около {n} минут","machine"
"ui.what_now","What should I do right now?","Что делать прямо сейчас?","machine"
"ui.read_aloud","Read aloud","Прочитать вслух","machine"
"ui.radio_script","30-second radio script","Текст для радио на 30 секунд","machine"
"ui.sms_text","SMS version","Версия для СМС","machine"
"ui.sources","Sources","Источники","machine"
"ui.updated","Data updated {date}","Данные обновлены {date}","machine"
"ui.offline_note","You are offline. Showing your last briefing from {date}.","Вы не в сети. Показан ваш последний обзор от {date}.","machine"
"ui.mt_banner","Machine-translated. Tap to suggest a fix.","Машинный перевод. Нажмите, чтобы предложить исправление.","machine"
"ui.settings","Settings","Настройки","machine"
"ui.text_size","Text size","Размер текста","machine"
"ui.high_contrast","High contrast","Высокая контрастность","machine"
"ui.reduce_motion","Reduce motion","Меньше движения","machine"
"ui.easy_read","Easy Read","Простое чтение","machine"
"ui.methodology","How this works","Как это работает","machine"
"ui.back","Back","Назад","machine"
"ui.change_place","Change place","Сменить место","machine"
"ui.no_results","No match. Try a bigger town nearby.","Ничего не найдено. Попробуйте более крупный город рядом.","machine"
"ui.region_label","Region","Регион","machine"
"ui.share","Share this briefing","Поделиться этим обзором","machine"
"ui.no_js","Search needs JavaScript. Without it, pick your country below.","Для поиска нужен JavaScript. Без него выберите свою страну ниже.","machine"
"ui.forecast_unavailable","Seasonal model forecast not available right now (offline or busy). The outlook above uses the known pattern and past events.","Сезонный прогноз модели сейчас недоступен (нет сети или сервис занят). Обзор выше основан на известной закономерности и прошлых случаях.","machine"
"ui.data_note","Data: {list}.","Данные: {list}.","machine"
"ui.near","near {name}","{name} и окрестности","machine"
"ui.pick_map","Pick on a map","Выбрать на карте","machine"
"ui.map_hint","Tap your location on the map. Zoom in for villages.","Нажмите на своё место на карте. Увеличьте карту, чтобы найти деревни.","machine"
"ui.skip","Skip to main content","Перейти к основному содержанию","machine"
"ui.dyslexia","Dyslexia-friendly spacing","Интервалы, удобные при дислексии","machine"
"ui.steps_shortcut_hint","Jumps to your first step.","Переходит к вашему первому шагу.","machine"
"ui.loading","Getting your briefing…","Готовим вашу сводку…","machine"
"ui.error_title","We could not load your briefing.","Не удалось загрузить вашу сводку.","machine"
"ui.error_body","Check your connection and try again. Your last briefing, if you had one, is kept on this phone.","Проверьте связь и попробуйте ещё раз. Прошлая сводка, если она была, сохранена на этом телефоне.","machine"
"ui.retry","Try again","Попробовать ещё раз","machine"
"timing_coming_one","That season starts next month ({season}).","Этот сезон начинается в следующем месяце ({season}).","machine"
"hazards.FL","flooding","наводнения","machine"
"hazards.FLR","river flooding","разливы рек","machine"
"hazards.FF","flash floods","внезапные паводки","machine"
"hazards.LS","landslides","оползни","machine"
"hazards.DR","drought","засуха","machine"
"hazards.WS","water shortage","нехватка воды","machine"
"hazards.WF","fires","пожары","machine"
"hazards.HZ","smoke haze","дым в воздухе","machine"
"hazards.HT","extreme heat","сильная жара","machine"
"hazards.EP","disease outbreaks","вспышки болезней","machine"
"hazards.CH","cholera","холера","machine"
"hazards.RVF","Rift Valley fever","лихорадка Рифт-Валли","machine"
"hazards.CS","crop stress","плохой рост посевов","machine"
"hazards.CF","crop failure","гибель урожая","machine"
"hazards.FI","food shortages","нехватка еды","machine"
"hazards.TC","tropical storms","тропические штормы","machine"
"hazards.TCE","tropical storms reaching farther east","тропические штормы, доходящие дальше на восток","machine"
"hazards.ST","storms","бури","machine"
"hazards.HS","high seas","сильное волнение на море","machine"
"hazards.SI","salt water in wells","солёная вода в колодцах","machine"
"hazards.FR","highland frost","заморозки в горах","machine"
"hazards.SN","low snowpack","мало снега в горах","machine"
"hazards.HSN","heavy snow","сильные снегопады","machine"
"hazards.CD","cold spells","похолодания","machine"
"hazards.FLS","spring floods","весенние паводки","machine"
"hazards.MW","a mild winter","мягкая зима","machine"
"hazards.CU","a cool summer","прохладное лето","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","Главные риски: {list}.","machine"
"list_sep",", ",", ","machine"
"list_last"," and "," и ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","Последний сезонный прогноз модели, сезон {season}: {pct}.","machine"
"forecast_agree","That agrees with the usual pattern.","Это совпадает с обычной закономерностью.","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","Это не совпадает с обычной картиной, поэтому уверенность ниже.","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","Это близко к норме, поэтому на этот раз картина может быть слабее.","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(Прогноз охватывает {n} из {of} месяцев.)","machine"
"history_few","Too few past events have data here to give a local average.","Данных по прошлым случаям здесь слишком мало, поэтому местное среднее значение показать нельзя.","machine"
"local_seasons.spring and summer","spring and summer","весна и лето","machine"
"local_seasons.winter and spring","winter and spring","зима и весна","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","время перед дождями и влажный сезон","machine"
"local_seasons.the monsoon","the monsoon","муссон","machine"
"local_seasons.the summer rains","the summer rains","летние дожди","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","сезон дождей в Нордесте","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","сухой сезон в Амазонии","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","сливовые дожди и сезон летних паводков","machine"
"local_seasons.the dry season","the dry season","сухой сезон","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","сезон дождей на побережье","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","дожди белг/дейр","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","дожди кирэмт","machine"
"local_seasons.the wet season","the wet season","влажный сезон","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","сезон дождей и сухой период в середине лета","machine"
"local_seasons.musim kemarau","musim kemarau","musim kemarau","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","юго-западный муссон","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","северо-восточный муссон","machine"
"local_seasons.the winter rains","the winter rains","зимние дожди","machine"
"local_seasons.the short rains","the short rains","малый сезон дождей","machine"
"local_seasons.the Maha season rains","the Maha season rains","дожди сезона маха","machine"
"local_seasons.the rainy season","the rainy season","сезон дождей","machine"
"local_seasons.winter","winter","зима","machine"
"local_seasons.the highland rains","the highland rains","дожди в горах","machine"
"local_seasons.the Deyr rains","the Deyr rains","дожди дейр","machine"
"local_seasons.the Vuli rains","the Vuli rains","дожди вули","machine"
"local_seasons.the second rains","the second rains","вторые дожди","machine"
"local_seasons.spring","spring","весна","machine"
"pct_above_cap","more than {n}% above normal","более чем на {n}% выше нормы","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","Положите удостоверения личности, документы на землю и номера телефонов в плотно закрытый пластиковый пакет.","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","После наводнения бумаги восстановить труднее всего.","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","Договоритесь с семьёй, в какое высокое место уходить и как туда добраться.","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","Люди получают травмы тогда, когда решают в темноте и под дождём.","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","Запасите чистую питьевую воду в закрытых ёмкостях, на три дня.","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","Наводнение первым делом загрязняет колодцы и водопровод.","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","Прочистите стоки, водосточные жёлоба и канавы у дома уже сейчас.","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","Забитые стоки превращают сильный дождь в наводнение у вас во дворе.","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","Поднимите с пола еду, семена, удобрения и ценные вещи.","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","Даже небольшой слой воды портит запасы еды и семена.","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","Решите заранее, куда отвести животных на место повыше.","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","Потеря скота часто обходится при наводнении дороже всего.","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","Узнайте, как у вас передают предупреждения: по радио, по СМС, через громкоговоритель или через соседа.","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","Официальное предупреждение — это сигнал действовать.","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","Положите в сумку для срочного случая запас нужных ежедневных лекарств на неделю.","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","Дорога до поликлиники может быть закрыта несколько дней.","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","Узнайте, до какого места дошла река при прошлом большом наводнении, и держитесь выше этой отметки.","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","Прошлые отметки уровня воды — лучший местный ориентир.","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","Никогда не переходите затопленную дорогу или сухое русло реки во время сильного дождя.","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","Большинство людей гибнет при внезапных паводках в машинах и на переправах через реки.","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","Следите, не появились ли новые трещины, наклонившиеся деревья или родники на склонах выше вашего дома.","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","Склон показывает признаки опасности до того, как сойдёт вниз.","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","Если вы живёте под крутым склоном, найдите более безопасное место для ночлега во время сильных дождей.","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","Оползни чаще всего сходят ночью, после нескольких дней дождя.","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","Почините протечки и добавьте места для хранения воды: бак, бочки или закрытую яму.","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","Каждый литр, сбережённый сейчас, — это литр, который не придётся нести потом.","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","Спросите у агронома-консультанта про скороспелые семена или семена, стойкие к засухе.","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","Скороспелые культуры могут созреть до того, как дожди закончатся.","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","Сейте по частям: часть рано, часть в обычное время, не всё сразу.","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","Так риск делится, если дожди начнутся, а потом прекратятся.","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","Заготовьте и запасите больше корма; подумайте о том, чтобы продать слабых животных заранее.","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","Цены падают, когда все продают в одно и то же время.","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","Покупайте основные продукты понемногу уже сейчас, пока цены обычные.","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","Цены на еду растут быстрее всего, когда урожай гибнет.","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","Договоритесь с соседями, как делить воду из общего колодца или бака.","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","Общие правила помогают избежать ссор, когда воды мало.","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","Запасайте воду и планируйте полив, если вы на севере или на востоке.","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","Лето в годы Эль-Ниньо там часто сухое.","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","Используйте воду после стирки и мытья второй раз — для сада и туалета.","machine"
"steps.water-reuse.why","Cuts household water use by a third.","Это снижает расход воды в доме на треть.","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","Узнайте график подачи воды в вашем городе и наполняйте ёмкости в дни подачи.","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","В сухой сезон города ограничивают подачу воды. Если знать день, кран не окажется пустым.","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","Убирайте сухую траву и кусты вокруг построек не менее чем на 10 метров.","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","Очищенная полоса не даёт большинству травяных пожаров дойти до дома.","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","Не сжигайте поля и мусор в жаркие и ветреные дни.","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","Большинство крупных пожаров начинается с управляемого выжигания, которое вышло из-под контроля.","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","Составьте план раннего выезда и следите за уровнями опасности пожарной службы.","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","Уехать поздно — самый опасный выбор при лесном пожаре.","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","Соберите сумку для эвакуации и знайте два пути выхода из вашего района.","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","Природные пожары могут перекрыть главную дорогу за несколько минут.","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","Держите наготове маски на дни с дымом и комнату, которую можно плотно закрыть.","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","Дым сильнее всего вредит детям и пожилым людям.","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","Переносите тяжёлую работу на раннее утро и на конец дня.","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","Больше всего людей страдает от жары в середине дня.","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","Каждый день проверяйте, как дела у пожилых соседей и у людей, которые живут одни.","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","Чаще всего люди умирают от жары тихо, у себя дома.","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","Пейте воду часто, ещё до того, как почувствуете жажду.","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","Жажда приходит поздно, когда воды в теле уже не хватает.","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","Кипятите или обрабатывайте питьевую воду, если вода от наводнения попала в колодцы или трубы.","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","Холера и диарея передаются через воду от наводнения.","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","Каждые несколько дней выливайте стоячую воду вокруг дома и пользуйтесь сетками от комаров.","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","Болезни, которые переносят комары, чаще бывают после сильных дождей.","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","Держите дома соли для регидратации (ОРС) и знайте, где ближайшая клиника.","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","Быстрое восполнение воды в теле спасает жизни при вспышках холеры.","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","Сообщайте ветеринару о внезапной гибели животных или о выкидышах и не трогайте больных животных.","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","Лихорадка Рифт-Валли переходит к людям от больного скота после наводнений.","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","Укрывайте поля мульчей, чтобы сохранить влагу в почве.","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","Мульча может сохранять влагу в почве ещё одну-две недели.","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","Сейте разные культуры, в том числе такие, которым нужно меньше воды.","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","Если одна культура погибнет, потери будут меньше, когда другие выживут.","machine"
"steps.cropfail-insurance.text","Ask about crop insurance or a farmer group support scheme before planting.","До посева узнайте о страховании урожая или о помощи от объединения фермеров.","machine"
"steps.cropfail-insurance.why","Most schemes close their sign-up before the season starts.","В большинстве программ запись закрывается до начала сезона.","machine"
"steps.food-network.text","Find out which local groups give food or cash support and how to register.","Узнайте, какие местные организации дают продукты или деньги и как записаться.","machine"
"steps.food-network.why","Registering early avoids queues when help arrives.","Если записаться заранее, не придётся стоять в очереди, когда придёт помощь.","machine"
"steps.hurr-kit.text","Prepare a hurricane kit: water, food, torch, radio, medicines, documents.","Соберите набор на случай урагана: вода, еда, фонарь, радио, лекарства, документы.","machine"
"steps.hurr-kit.why","Shops and power may be out for days after a storm.","После шторма магазины и электричество могут не работать несколько дней.","machine"
"steps.hurr-shelter.text","Know your nearest shelter and how you will get there.","Знайте ближайшее укрытие и то, как вы до него доберётесь.","machine"
"steps.hurr-shelter.why","Shelters fill fast once a warning is issued.","После объявления предупреждения укрытия быстро заполняются.","machine"
"steps.typh-kit.text","Prepare a typhoon kit: water, food, torch, radio, medicines, documents.","Соберите набор на случай тайфуна: вода, еда, фонарь, радио, лекарства, документы.","machine"
"steps.typh-kit.why","Shops and power may be out for days after a storm.","После шторма магазины и электричество могут не работать несколько дней.","machine"
"steps.typh-boats.text","Fishers: agree a safe harbour plan and follow no-sail warnings.","Рыбакам: договоритесь, в какой порт уходить, и соблюдайте запрет на выход в море.","machine"
"steps.typh-boats.why","Most typhoon deaths at sea are boats caught out.","Больше всего людей гибнет во время тайфуна на лодках, которые не успели вернуться.","machine"
"steps.cyc-kit.text","Prepare a cyclone kit: water, food, torch, radio, medicines, documents.","Соберите набор на случай циклона: вода, еда, фонарь, радио, лекарства, документы.","machine"
"steps.cyc-kit.why","Shops and power may be out for days after a storm.","После шторма магазины и электричество могут не работать несколько дней.","machine"
"steps.cyc-roof.text","Tie down or repair loose roofing before the season.","Закрепите или почините непрочную кровлю до начала сезона.","machine"
"steps.cyc-roof.why","Loose roof sheets are the main cause of cyclone damage and injury.","Незакреплённые листы кровли — главная причина разрушений и травм при циклоне.","machine"
"steps.cycmoz-plan.text","Know your evacuation route and shelter before the cyclone season.","Узнайте свой путь эвакуации и укрытие до начала сезона циклонов.","machine"
"steps.cycmoz-plan.why","Cyclones in the Mozambique Channel bring floods far inland.","Циклоны в Мозамбикском проливе приносят наводнения далеко от берега.","machine"
"steps.cycshift-plan.text","Prepare for cyclones even if your island is rarely hit.","Готовьтесь к циклонам, даже если на ваш остров они приходят редко.","machine"
"steps.cycshift-plan.why","During El Niño, cyclones form and travel farther east than usual.","Во время Эль-Ниньо циклоны возникают и проходят дальше к востоку, чем обычно.","machine"
"steps.storm-trees.text","Trim weak branches and secure loose items outdoors.","Обрежьте слабые ветки и закрепите вещи, которые лежат на улице.","machine"
"steps.storm-trees.why","Falling branches cause most storm damage to homes.","Больше всего вреда домам во время шторма приносят падающие ветки.","machine"
"steps.seas-move.text","Move valuables and sleeping areas away from the shoreline during king tides.","Во время самых высоких приливов перенесите ценные вещи и спальные места подальше от берега.","machine"
"steps.seas-move.why","Sea level is higher than normal on Pacific atolls during El Niño.","Во время Эль-Ниньо уровень моря у атоллов Тихого океана выше обычного.","machine"
"steps.salt-store.text","Store fresh water before the dry season; test wells for salt.","Запасите пресную воду до сухого сезона; проверьте колодцы на соль.","machine"
"steps.salt-store.why","Low river flow lets sea water push into wells and canals.","Когда в реках мало воды, морская вода заходит в колодцы и каналы.","machine"
"steps.frost-cover.text","Cover seedlings at night and keep seed for replanting.","Накрывайте всходы на ночь и оставьте семена для повторного посева.","machine"
"steps.frost-cover.why","Highland frost during dry spells can kill a whole crop overnight.","Заморозки в горах во время сухих периодов могут погубить весь урожай за одну ночь.","machine"
"steps.snow-water.text","Expect lower rivers next summer; plan irrigation and water use early.","Летом следующего года в реках может быть меньше воды; заранее спланируйте полив и расход воды.","machine"
"steps.snow-water.why","Less winter snow means less water later in the year.","Меньше снега зимой — меньше воды позже в году.","machine"
"steps.snow-kit.text","Keep extra food, heating fuel and medicines in case roads close.","Держите запас еды, топлива для обогрева и лекарств на случай, если дороги закроют.","machine"
"steps.snow-kit.why","Heavy snow can cut off towns for days.","Сильный снег может отрезать населённые пункты на несколько дней.","machine"
"steps.cold-heat.text","Check heating, insulation and warm clothing before winter.","До зимы проверьте отопление, утепление и тёплую одежду.","machine"
"steps.cold-heat.why","Cold snaps hit older people and babies hardest.","Похолодания тяжелее всего переносят пожилые люди и малыши.","machine"
"steps.spring-melt.text","Expect higher rivers in spring when heavy snow melts.","Весной, когда растает много снега, вода в реках может подняться выше обычного.","machine"
"steps.spring-melt.why","A snowy winter often means spring floods.","После снежной зимы весной часто бывают наводнения.","machine"
"steps.mild-pests.text","Watch for more pests and mould; a mild winter kills fewer of them.","Следите за вредителями и плесенью: после мягкой зимы их гибнет меньше.","machine"
"steps.mild-pests.why","Cold normally keeps pests and disease in check.","Обычно холод сдерживает вредителей и болезни.","machine"
"steps.cool-crop.text","Choose crop varieties that ripen in a cooler, wetter summer.","Выбирайте сорта, которые успевают созреть в более прохладное и влажное лето.","machine"
"steps.cool-crop.why","Cool summers delay ripening and increase crop disease.","Прохладное лето задерживает созревание и увеличивает болезни растений.","machine"
"steps.always-official.text","Follow your national weather service for warnings; this briefing is a seasonal outlook, not a warning.","Следите за предупреждениями своей национальной службы погоды; это сообщение — сезонный прогноз, а не предупреждение.","machine"
"steps.always-official.why","Only official services issue alerts for specific days and places.","Только официальные службы дают оповещения о конкретных днях и местах.","machine"
"steps.always-share.text","Tell one neighbour what this season may bring.","Расскажите одному соседу, каким может быть этот сезон.","machine"
"steps.always-share.why","Communities that talk about risk early prepare better.","Там, где о риске говорят заранее, люди готовятся лучше.","machine"
"regions.peru-ecuador-coast.name","Coastal Peru and Ecuador","Побережье Перу и Эквадора","machine"
"regions.peru-ecuador-coast.el_nino_note","Warm coastal water brings heavy rain to a normally dry coast. 1982-83, 1997-98 and 2017 brought severe floods.","Тёплая вода у берега приносит сильные дожди на обычно сухое побережье. В 1982-83, 1997-98 и 2017 годах были сильные наводнения.","machine"
"regions.peru-ecuador-coast.la_nina_note","Cooler sea and drier coast.","Море холоднее, побережье суше.","machine"
"regions.northern-south-america.name","Northern South America and the Amazon","Север Южной Америки и Амазония","machine"
"regions.northern-south-america.el_nino_note","Weaker rains and heat raise fire and river-low-water risk across the Orinoco and Amazon basins.","Более слабые дожди и жара повышают риск пожаров и низкой воды в реках в бассейнах Ориноко и Амазонки.","machine"
"regions.northern-south-america.la_nina_note","Heavier rains, especially in Colombia and Venezuela.","Дожди сильнее, особенно в Колумбии и Венесуэле.","machine"
"regions.northeast-brazil.name","Northeast Brazil (Nordeste)","Северо-восток Бразилии (Нордесте)","machine"
"regions.northeast-brazil.el_nino_note","The main rainy season often fails or comes late in strong El Niño years.","В годы сильного Эль-Ниньо главный сезон дождей часто не приходит или начинается позже.","machine"
"regions.northeast-brazil.la_nina_note","Rainy season tends to be stronger.","Сезон дождей обычно сильнее.","machine"
