key,english,translation,status
"headline_neutral","{name}: no El Niño or La Niña is active right now.","{name}: hiện không có El Niño hay La Niña.","machine"
"neutral_explain","Seasonal rain here will depend on other factors. Check back monthly; this page updates when conditions change.","Lượng mưa theo mùa ở đây sẽ phụ thuộc vào các yếu tố khác. Hãy xem lại mỗi tháng; trang này được cập nhật khi điều kiện thay đổi.","machine"
"timing_now","That season is happening now ({season}).","Mùa đó đang diễn ra ngay lúc này ({season}).","machine"
"timing_coming","That season starts in about {n} months ({season}).","Mùa đó bắt đầu sau khoảng {n} tháng ({season}).","machine"
"timing_passed","That season has passed for this event. The next one is {season}; by then the event may have faded.","Mùa đó đã qua đối với đợt này. Mùa tiếp theo là {season}; đến lúc đó đợt này có thể đã yếu đi.","machine"
"expect","During {phase}, {region} usually sees {rain} and {temp}.","Khi có {phase}, {region} thường có {rain} và {temp}.","machine"
"agreement_agree","The local rain record agrees with the known pattern, so this outlook is {conf}.","Số liệu mưa tại địa phương phù hợp với quy luật đã biết, nên dự báo này {conf}.","machine"
"agreement_disagree","The local rain record does not clearly agree with the known pattern, so treat this as {conf}.","Số liệu mưa tại địa phương không phù hợp rõ ràng với quy luật đã biết, nên hãy xem đây là điều {conf}.","machine"
"agreement_weak","Past events here were mixed, so treat this as {conf}.","Các đợt trước ở đây cho kết quả lẫn lộn, nên hãy xem đây là điều {conf}.","machine"
"agreement_none","There is no reliable local rain record for this season, so treat this as {conf}.","Không có số liệu mưa đáng tin cậy tại địa phương cho mùa này, nên hãy xem đây là điều {conf}.","machine"
"history","In the last {n} strong {phase} events, {season} rain here averaged {pct}. It was wetter than normal in {wet}% of them.","Trong {n} đợt {phase} mạnh gần đây nhất, lượng mưa {season} ở đây trung bình {pct}. Mưa nhiều hơn bình thường trong {wet}% số đợt đó.","machine"
"history_recent","Most recent events: {recent}.","Các đợt gần đây nhất: {recent}.","machine"
"pct_above","{n}% above normal","cao hơn bình thường {n}%","machine"
"pct_below","{n}% below normal","thấp hơn bình thường {n}%","machine"
"near_normal","close to normal","gần như bình thường","machine"
"no_data","no data","không có dữ liệu","machine"
"status_line","Global status: {status} (issued {issued}).","Tình hình toàn cầu: {status} (công bố {issued}).","machine"
"steps_title","What to do now","Việc nên làm bây giờ","machine"
"defer","For warnings, follow {service}. This briefing is a seasonal outlook, not a warning.","Về cảnh báo, hãy theo dõi {service}. Bản tin này là dự báo mùa, không phải cảnh báo.","machine"
"ui.app_name","ENSO Ready","ENSO Ready","machine"
"ui.tagline","What this El Niño means for you, and what to do about it.","El Niño này có ý nghĩa gì với bạn, và bạn nên làm gì.","machine"
"ui.search_label","Where do you live?","Bạn sống ở đâu?","machine"
"ui.search_placeholder","Type a town or city","Nhập tên thị trấn hoặc thành phố","machine"
"ui.use_location","Use my location","Dùng vị trí của tôi","machine"
"ui.see_briefing","See my briefing","Xem bản tin của tôi","machine"
"ui.livelihood_q","What best describes you?","Điều nào đúng nhất với bạn?","machine"
"ui.livelihood_farmer","I farm or keep animals","Tôi trồng trọt hoặc chăn nuôi","machine"
"ui.livelihood_coastal","I live near the coast or a river","Tôi sống gần biển hoặc gần sông","machine"
"ui.livelihood_urban","I live in a town or city","Tôi sống ở thị trấn hoặc thành phố","machine"
"ui.livelihood_all","Just show me everything","Cứ cho tôi xem tất cả","machine"
"ui.tell_more","Tell me more","Cho tôi biết thêm","machine"
"ui.show_less","Show less","Thu gọn","machine"
"ui.step_of","Step {i} of {n}","Bước {i} trên {n}","machine"
"ui.why_matters","Why this matters","Vì sao điều này quan trọng","machine"
"ui.done","Done","Xong","machine"
"ui.next_step","Next step","Bước tiếp theo","machine"
"ui.show_all_steps","Show all steps","Xem tất cả các bước","machine"
"ui.minutes","about {n} minutes","khoảng {n} phút","machine"
"ui.what_now","What should I do right now?","Tôi nên làm gì ngay bây giờ?","machine"
"ui.read_aloud","Read aloud","Đọc to","machine"
"ui.radio_script","30-second radio script","Bản đọc phát thanh 30 giây","machine"
"ui.sms_text","SMS version","Bản tin nhắn SMS","machine"
"ui.sources","Sources","Nguồn","machine"
"ui.updated","Data updated {date}","Dữ liệu cập nhật ngày {date}","machine"
"ui.offline_note","You are offline. Showing your last briefing from {date}.","Bạn đang ngoại tuyến. Đang hiển thị bản tin gần nhất của bạn từ ngày {date}.","machine"
"ui.mt_banner","Machine-translated. Tap to suggest a fix.","Dịch bằng máy. Chạm để góp ý sửa.","machine"
"ui.settings","Settings","Cài đặt","machine"
"ui.text_size","Text size","Cỡ chữ","machine"
"ui.high_contrast","High contrast","Độ tương phản cao","machine"
"ui.reduce_motion","Reduce motion","Giảm chuyển động","machine"
"ui.easy_read","Easy Read","Bản dễ đọc","machine"
"ui.methodology","How this works","Cách chúng tôi làm bản tin này","machine"
"ui.back","Back","Quay lại","machine"
"ui.change_place","Change place","Đổi địa điểm","machine"
"ui.no_results","No match. Try a bigger town nearby.","Không tìm thấy. Hãy thử một thị trấn lớn hơn ở gần đó.","machine"
"ui.region_label","Region","Vùng","machine"
"ui.share","Share this briefing","Chia sẻ bản tin này","machine"
"ui.no_js","Search needs JavaScript. Without it, pick your country below.","Phần tìm kiếm cần JavaScript. Nếu không có, hãy chọn nước của bạn ở bên dưới.","machine"
"ui.forecast_unavailable","Seasonal model forecast not available right now (offline or busy). The outlook above uses the known pattern and past events.","Hiện chưa có dự báo mùa từ mô hình (ngoại tuyến hoặc hệ thống đang bận). Phần dự báo ở trên dựa trên quy luật đã biết và những lần đã xảy ra trước đây.","machine"
"ui.data_note","Data: {list}.","Dữ liệu: {list}.","machine"
"ui.near","near {name}","gần {name}","machine"
"ui.pick_map","Pick on a map","Chọn trên bản đồ","machine"
"ui.map_hint","Tap your location on the map. Zoom in for villages.","Chạm vào vị trí của bạn trên bản đồ. Phóng to để thấy các làng.","machine"
"ui.skip","Skip to main content","Chuyển tới nội dung chính","machine"
"ui.dyslexia","Dyslexia-friendly spacing","Giãn chữ cho người mắc chứng khó đọc","machine"
"ui.steps_shortcut_hint","Jumps to your first step.","Chuyển tới bước đầu tiên của bạn.","machine"
"ui.loading","Getting your briefing…","Đang lấy bản tin của bạn…","machine"
"ui.error_title","We could not load your briefing.","Chúng tôi không tải được bản tin của bạn.","machine"
"ui.error_body","Check your connection and try again. Your last briefing, if you had one, is kept on this phone.","Hãy kiểm tra kết nối rồi thử lại. Bản tin gần nhất, nếu bạn đã có, vẫn được lưu trên điện thoại này.","machine"
"ui.retry","Try again","Thử lại","machine"
"timing_coming_one","That season starts next month ({season}).","Mùa đó bắt đầu vào tháng sau ({season}).","machine"
"hazards.FL","flooding","ngập lụt","machine"
"hazards.FLR","river flooding","lũ sông","machine"
"hazards.FF","flash floods","lũ quét","machine"
"hazards.LS","landslides","sạt lở đất","machine"
"hazards.DR","drought","hạn hán","machine"
"hazards.WS","water shortage","thiếu nước","machine"
"hazards.WF","fires","cháy rừng","machine"
"hazards.HZ","smoke haze","khói mù","machine"
"hazards.HT","extreme heat","nắng nóng gay gắt","machine"
"hazards.EP","disease outbreaks","bùng phát dịch bệnh","machine"
"hazards.CH","cholera","bệnh tả","machine"
"hazards.RVF","Rift Valley fever","sốt thung lũng Rift","machine"
"hazards.CS","crop stress","cây trồng bị suy yếu","machine"
"hazards.CF","crop failure","mất mùa","machine"
"hazards.FI","food shortages","thiếu lương thực","machine"
"hazards.TC","tropical storms","bão nhiệt đới","machine"
"hazards.TCE","tropical storms reaching farther east","bão nhiệt đới đi xa hơn về phía đông","machine"
"hazards.ST","storms","giông bão","machine"
"hazards.HS","high seas","sóng lớn trên biển","machine"
"hazards.SI","salt water in wells","nước mặn trong giếng","machine"
"hazards.FR","highland frost","sương giá ở vùng núi cao","machine"
"hazards.SN","low snowpack","lớp tuyết mỏng","machine"
"hazards.HSN","heavy snow","tuyết rơi dày","machine"
"hazards.CD","cold spells","đợt rét","machine"
"hazards.FLS","spring floods","lũ mùa xuân","machine"
"hazards.MW","a mild winter","một mùa đông ấm","machine"
"hazards.CU","a cool summer","một mùa hè mát","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","Rủi ro chính: {list}.","machine"
"list_sep",", ",", ","machine"
"list_last"," and "," và ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","Dự báo mới nhất của mô hình theo mùa cho {season} cho biết {pct}.","machine"
"forecast_agree","That agrees with the usual pattern.","Điều này phù hợp với quy luật thường thấy.","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","Điều này không phù hợp với quy luật thường thấy, nên độ tin cậy thấp hơn.","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","Mức này gần với bình thường, nên lần này quy luật có thể yếu hơn.","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(Dự báo chỉ tính {n} trong {of} tháng.)","machine"
"history_few","Too few past events have data here to give a local average.","Có quá ít đợt trong quá khứ có dữ liệu ở đây, nên không tính được mức trung bình cho địa phương.","machine"
"local_seasons.spring and summer","spring and summer","mùa xuân và mùa hè","machine"
"local_seasons.winter and spring","winter and spring","mùa đông và mùa xuân","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","giai đoạn trước mùa mưa và mùa mưa","machine"
"local_seasons.the monsoon","the monsoon","mùa gió mùa","machine"
"local_seasons.the summer rains","the summer rains","mưa mùa hè","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","mùa mưa vùng Nordeste","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","mùa khô vùng Amazon","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","mùa mưa mai vũ và mùa lũ mùa hè","machine"
"local_seasons.the dry season","the dry season","mùa khô","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","mùa mưa vùng ven biển","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","mưa Belg/Deyr","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","mưa Kiremt","machine"
"local_seasons.the wet season","the wet season","mùa mưa","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","mùa mưa và canícula","machine"
"local_seasons.musim kemarau","musim kemarau","musim kemarau","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","gió mùa tây nam","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","gió mùa đông bắc","machine"
"local_seasons.the winter rains","the winter rains","mưa mùa đông","machine"
"local_seasons.the short rains","the short rains","mùa mưa ngắn","machine"
"local_seasons.the Maha season rains","the Maha season rains","mưa mùa Maha","machine"
"local_seasons.the rainy season","the rainy season","mùa mưa","machine"
"local_seasons.winter","winter","mùa đông","machine"
"local_seasons.the highland rains","the highland rains","mưa vùng cao","machine"
"local_seasons.the Deyr rains","the Deyr rains","mưa Deyr","machine"
"local_seasons.the Vuli rains","the Vuli rains","mưa Vuli","machine"
"local_seasons.the second rains","the second rains","mùa mưa thứ hai","machine"
"local_seasons.spring","spring","mùa xuân","machine"
"pct_above_cap","more than {n}% above normal","cao hơn mức bình thường hơn {n}%","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","Cho giấy tờ tùy thân, giấy tờ đất và số điện thoại vào một túi ni lông buộc kín.","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","Giấy tờ là thứ khó làm lại nhất sau khi lũ đi qua.","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","Cùng cả nhà chọn một nơi cao để đến và một đường đi tới đó.","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","Người ta hay bị thương khi phải quyết định trong đêm tối và trong mưa.","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","Trữ nước uống sạch trong bình kín, đủ dùng ba ngày.","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","Lũ làm bẩn giếng và vòi nước trước tiên.","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","Dọn sạch rãnh, máng nước và kênh gần nhà ngay bây giờ.","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","Rãnh bị tắc làm mưa lớn thành ngập nước trong sân nhà bạn.","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","Đưa lương thực, hạt giống, phân bón và đồ có giá trị lên cao, không để trên sàn.","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","Nước ngập nông cũng làm hỏng lương thực và hạt giống đang trữ.","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","Tính trước chỗ cao hơn để đưa vật nuôi đến.","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","Mất vật nuôi thường là thiệt hại lớn nhất của một đợt lũ.","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","Tìm hiểu cách địa phương bạn phát tin cảnh báo: radio, tin nhắn SMS, loa phát thanh hay người láng giềng.","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","Tin cảnh báo chính thức là dấu hiệu để bắt đầu làm.","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","Để sẵn trong túi khẩn cấp thuốc uống hằng ngày đủ cho một tuần.","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","Trạm y tế có thể bị chia cắt nhiều ngày.","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","Tìm hiểu nước sông lên tới đâu trong đợt lũ lớn gần nhất và hãy ở phía trên mức đó.","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","Vết nước lũ cũ là chỉ dẫn tốt nhất ở địa phương.","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","Không bao giờ đi qua đường bị ngập hay lòng sông cạn khi đang mưa lớn.","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","Phần lớn người chết vì lũ quét là khi đi trên xe và khi qua sông.","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","Để ý các vết nứt mới, cây nghiêng hoặc mạch nước mới trên sườn đồi phía trên nhà bạn.","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","Sườn đồi thường có dấu hiệu báo trước khi sạt lở.","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","Nếu bạn sống dưới sườn đồi dốc, hãy sắp xếp một chỗ ngủ an toàn hơn trong những ngày mưa lớn.","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","Sạt lở đất phần lớn xảy ra vào ban đêm, sau nhiều ngày mưa.","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","Sửa các chỗ rò rỉ và làm thêm chỗ trữ nước: bồn, thùng, hoặc hố có nắp che.","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","Mỗi lít nước để dành bây giờ là một lít bạn không phải đi lấy sau này.","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","Hãy hỏi cán bộ khuyến nông về giống ngắn ngày hoặc giống chịu khô hạn.","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","Cây ngắn ngày có thể thu hoạch xong trước khi hết mưa.","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","Trồng rải thành nhiều đợt: một phần sớm, một phần vào thời điểm thường lệ, không trồng hết cùng một lúc.","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","Cách này chia bớt rủi ro nếu mùa mưa bắt đầu rồi lại tạnh.","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","Hãy cắt và trữ thêm cỏ cho gia súc; nên tính đến việc bán sớm những con yếu.","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","Giá sẽ giảm khi mọi người cùng bán một lúc.","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","Bây giờ hãy mua lương thực chính từng ít một, khi giá còn bình thường.","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","Giá lương thực tăng nhanh nhất khi mất mùa.","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","Hãy cùng người ở gần nhà thống nhất cách chia nước từ giếng hoặc bồn dùng chung.","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","Có quy định đã thống nhất sẽ tránh tranh chấp khi thiếu nước.","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","Hãy trữ nước và lên kế hoạch tưới nếu bạn ở miền bắc hoặc miền đông.","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","Ở đó, mùa hè có El Niño thường khô.","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","Dùng lại nước giặt rửa để tưới cây và dội nhà vệ sinh.","machine"
"steps.water-reuse.why","Cuts household water use by a third.","Cách này giảm khoảng một phần ba lượng nước gia đình dùng.","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","Hãy tìm hiểu lịch cấp nước theo phiên của thành phố và hứng đầy các đồ chứa vào ngày có nước.","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","Các thành phố cấp nước theo phiên trong mùa khô; biết ngày có nước để không bị mở vòi mà không có nước.","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","Dọn cỏ khô và bụi cây trong phạm vi ít nhất 10 mét quanh nhà và các công trình.","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","Một dải đất trống chặn được phần lớn các đám cháy cỏ lan tới nhà.","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","Không đốt đồng hoặc đốt rác vào những ngày nắng nóng và có gió.","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","Phần lớn các đám cháy lớn bắt đầu từ một vụ đốt có kiểm soát nhưng bị cháy lan.","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","Hãy lập kế hoạch đi sớm và theo mức cảnh báo nguy hiểm của cơ quan cứu hỏa.","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","Đi muộn là lựa chọn nguy hiểm nhất khi có cháy rừng.","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","Chuẩn bị một túi đồ để sơ tán và biết hai đường ra khỏi khu vực của bạn.","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","Cháy rừng có thể làm đường chính bị chặn chỉ trong vài phút.","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","Hãy để sẵn khẩu trang cho những ngày có khói và có một phòng có thể đóng kín.","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","Khói mù gây hại nhiều nhất cho trẻ em và người già.","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","Chuyển việc nặng sang sáng sớm và chiều muộn.","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","Bệnh do nóng xảy ra nhiều nhất vào giữa trưa.","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","Mỗi ngày hãy ghé xem người già ở gần nhà và người sống một mình.","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","Phần lớn ca tử vong do nóng xảy ra âm thầm ở nhà.","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","Hãy uống nước thường xuyên, trước khi cảm thấy khát.","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","Cơn khát đến muộn, khi cơ thể đã thiếu nước.","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","Hãy đun sôi hoặc xử lý nước uống khi nước lụt tràn vào giếng hoặc đường ống.","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","Bệnh tả và tiêu chảy lây qua nước lụt.","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","Vài ngày một lần, hãy đổ hết nước đọng quanh nhà và dùng màn chống muỗi.","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","Các bệnh do muỗi truyền tăng lên sau mưa lớn.","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","Hãy trữ gói bù nước (oresol) ở nhà và biết trạm y tế gần nhất.","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","Bù nước nhanh cứu được tính mạng trong đợt dịch tả.","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","Hãy báo cho bác sĩ thú y khi vật nuôi chết đột ngột hoặc bị sảy thai, và tránh chạm vào con vật đang bị bệnh.","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","Bệnh sốt Rift Valley lây từ vật nuôi bị bệnh sang người sau lũ lụt.","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","Phủ rơm rạ hoặc lá lên ruộng để giữ ẩm cho đất.","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","Lớp phủ có thể giữ đất ẩm thêm một đến hai tuần.","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","Hãy trồng nhiều loại cây khác nhau, trong đó có loại cần ít nước.","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","Một loại cây mất mùa sẽ ít thiệt hại hơn khi các loại khác vẫn sống.","machine"
"steps.cropfail-insurance.text","Ask about crop insurance or a farmer group support scheme before planting.","Trước khi trồng, hãy hỏi về bảo hiểm cây trồng hoặc chương trình hỗ trợ của nhóm nông dân.","machine"
"steps.cropfail-insurance.why","Most schemes close their sign-up before the season starts.","Phần lớn các chương trình đóng đăng ký trước khi vụ mùa bắt đầu.","machine"
"steps.food-network.text","Find out which local groups give food or cash support and how to register.","Hãy tìm hiểu nhóm nào ở địa phương hỗ trợ lương thực hoặc tiền, và cách đăng ký.","machine"
"steps.food-network.why","Registering early avoids queues when help arrives.","Đăng ký sớm để không phải xếp hàng chờ khi hàng cứu trợ tới.","machine"
"steps.hurr-kit.text","Prepare a hurricane kit: water, food, torch, radio, medicines, documents.","Chuẩn bị túi đồ dùng cho bão: nước, thức ăn, đèn pin, radio, thuốc, giấy tờ.","machine"
"steps.hurr-kit.why","Shops and power may be out for days after a storm.","Sau bão, cửa hàng có thể đóng và điện có thể mất trong nhiều ngày.","machine"
"steps.hurr-shelter.text","Know your nearest shelter and how you will get there.","Hãy biết nơi trú bão gần nhất và cách bạn sẽ đến đó.","machine"
"steps.hurr-shelter.why","Shelters fill fast once a warning is issued.","Nơi trú bão sẽ đầy nhanh khi có cảnh báo.","machine"
"steps.typh-kit.text","Prepare a typhoon kit: water, food, torch, radio, medicines, documents.","Chuẩn bị túi đồ dùng cho bão: nước, thức ăn, đèn pin, radio, thuốc, giấy tờ.","machine"
"steps.typh-kit.why","Shops and power may be out for days after a storm.","Sau bão, cửa hàng có thể đóng và điện có thể mất trong nhiều ngày.","machine"
"steps.typh-boats.text","Fishers: agree a safe harbour plan and follow no-sail warnings.","Người đi biển: hãy thống nhất kế hoạch vào nơi trú an toàn và tuân theo lệnh cấm ra khơi.","machine"
"steps.typh-boats.why","Most typhoon deaths at sea are boats caught out.","Phần lớn ca tử vong trên biển trong bão là những thuyền còn ở ngoài khơi.","machine"
"steps.cyc-kit.text","Prepare a cyclone kit: water, food, torch, radio, medicines, documents.","Chuẩn bị túi đồ dùng cho bão: nước, thức ăn, đèn pin, radio, thuốc, giấy tờ.","machine"
"steps.cyc-kit.why","Shops and power may be out for days after a storm.","Sau bão, cửa hàng có thể đóng và điện có thể mất trong nhiều ngày.","machine"
"steps.cyc-roof.text","Tie down or repair loose roofing before the season.","Buộc chặt hoặc sửa lại phần mái bị lỏng trước mùa bão.","machine"
"steps.cyc-roof.why","Loose roof sheets are the main cause of cyclone damage and injury.","Tấm lợp mái bị lỏng là nguyên nhân chính gây hư hại và thương tích khi có bão.","machine"
"steps.cycmoz-plan.text","Know your evacuation route and shelter before the cyclone season.","Hãy biết đường sơ tán và nơi trú ẩn của bạn trước mùa bão.","machine"
"steps.cycmoz-plan.why","Cyclones in the Mozambique Channel bring floods far inland.","Bão ở eo biển Mozambique gây lũ vào sâu trong đất liền.","machine"
"steps.cycshift-plan.text","Prepare for cyclones even if your island is rarely hit.","Hãy chuẩn bị cho bão, ngay cả khi đảo của bạn ít khi bị bão.","machine"
"steps.cycshift-plan.why","During El Niño, cyclones form and travel farther east than usual.","Trong thời kỳ El Niño, bão hình thành và đi xa về phía đông hơn bình thường.","machine"
"steps.storm-trees.text","Trim weak branches and secure loose items outdoors.","Cắt tỉa cành cây yếu và buộc chặt các đồ vật để ngoài trời.","machine"
"steps.storm-trees.why","Falling branches cause most storm damage to homes.","Cành cây rơi gây phần lớn thiệt hại cho nhà cửa khi có giông bão.","machine"
"steps.seas-move.text","Move valuables and sleeping areas away from the shoreline during king tides.","Chuyển đồ có giá trị và chỗ ngủ ra xa bờ biển trong những ngày triều cường.","machine"
"steps.seas-move.why","Sea level is higher than normal on Pacific atolls during El Niño.","Mực nước biển ở các đảo san hô vòng Thái Bình Dương cao hơn bình thường trong thời kỳ El Niño.","machine"
"steps.salt-store.text","Store fresh water before the dry season; test wells for salt.","Trữ nước ngọt trước mùa khô; kiểm tra xem giếng có bị mặn không.","machine"
"steps.salt-store.why","Low river flow lets sea water push into wells and canals.","Dòng chảy sông thấp làm nước biển đẩy vào giếng và kênh.","machine"
"steps.frost-cover.text","Cover seedlings at night and keep seed for replanting.","Che cây con vào ban đêm và giữ lại hạt giống để trồng lại.","machine"
"steps.frost-cover.why","Highland frost during dry spells can kill a whole crop overnight.","Sương giá ở vùng núi cao trong đợt khô hạn có thể làm chết cả vụ mùa chỉ trong một đêm.","machine"
