key,english,translation,status
"hazards.FI","food shortages","uhaba wa chakula","machine"
"hazards.TC","tropical storms","vimbunga vya kitropiki","machine"
"hazards.TCE","tropical storms reaching farther east","vimbunga vya tropiki vinavyofika mbali zaidi mashariki","machine"
"hazards.ST","storms","dhoruba","machine"
"hazards.HS","high seas","maji ya bahari kupanda","machine"
"hazards.SI","salt water in wells","maji ya chumvi katika visima","machine"
"hazards.FR","highland frost","baridi ya barafu katika nyanda za juu","machine"
"hazards.SN","low snowpack","theluji kidogo iliyokusanyika","machine"
"hazards.HSN","heavy snow","theluji nyingi","machine"
"hazards.CD","cold spells","vipindi vya baridi kali","machine"
"hazards.FLS","spring floods","mafuriko ya majira ya kuchipua","machine"
"hazards.MW","a mild winter","majira ya baridi ya wastani","machine"
"hazards.CU","a cool summer","majira ya joto yenye ubaridi","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","Hatari kuu: {list}.","machine"
"list_sep",", ",", ","machine"
"list_last"," and "," na ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","Utabiri wa msimu wa hivi punde kwa {season} unaonyesha mvua ya {pct}.","machine"
"forecast_agree","That agrees with the usual pattern.","Hii inalingana na mtindo wa kawaida.","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","Hii hailingani na mtindo wa kawaida, kwa hiyo uhakika ni mdogo zaidi.","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","Hii ni karibu na hali ya kawaida, kwa hiyo mtindo huu unaweza kuwa hafifu mara hii.","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(Utabiri unahusu miezi {n} kati ya {of}.)","machine"
"history_few","Too few past events have data here to give a local average.","Matukio ya zamani yenye takwimu hapa ni machache mno kutoa wastani wa eneo hili.","machine"
"local_seasons.spring and summer","spring and summer","majira ya kuchipua na majira ya joto","machine"
"local_seasons.winter and spring","winter and spring","majira ya baridi na majira ya kuchipua","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","kipindi cha unyevu kabla ya mvua na majira ya mvua","machine"
"local_seasons.the monsoon","the monsoon","monsuni","machine"
"local_seasons.the summer rains","the summer rains","mvua za majira ya joto","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","majira ya mvua ya Nordeste","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","majira ya kiangazi ya Amazon","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","mvua za Meiyu na msimu wa mafuriko ya majira ya joto","machine"
"local_seasons.the dry season","the dry season","majira ya kiangazi","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","majira ya mvua ya pwani","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","mvua za Belg/Deyr","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","mvua za Kiremt","machine"
"local_seasons.the wet season","the wet season","majira ya mvua","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","msimu wa mvua na canícula","machine"
"local_seasons.musim kemarau","musim kemarau","musim kemarau","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","monsuni ya kusini-magharibi","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","monsuni ya kaskazini-mashariki","machine"
"local_seasons.the winter rains","the winter rains","mvua za majira ya baridi","machine"
"local_seasons.the short rains","the short rains","mvua za vuli","machine"
"local_seasons.the Maha season rains","the Maha season rains","mvua za majira ya Maha","machine"
"local_seasons.the rainy season","the rainy season","msimu wa mvua","machine"
"local_seasons.winter","winter","majira ya baridi","machine"
"local_seasons.the highland rains","the highland rains","mvua za nyanda za juu","machine"
"local_seasons.the Deyr rains","the Deyr rains","mvua za Deyr","machine"
"local_seasons.the Vuli rains","the Vuli rains","mvua za Vuli","machine"
"local_seasons.the second rains","the second rains","mvua za pili","machine"
"local_seasons.spring","spring","majira ya kuchipua","machine"
"pct_above_cap","more than {n}% above normal","zaidi ya {n}% juu ya kawaida","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","Weka vitambulisho, hati za ardhi na namba za simu katika mfuko wa plastiki uliofungwa vizuri.","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","Hati ni vitu vigumu zaidi kupata tena baada ya mafuriko.","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","Kubaliana na watu wa nyumbani kuhusu sehemu ya juu mtakapokwenda na njia ya kufika huko.","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","Watu hujeruhiwa wanapoamua gizani, mvua ikinyesha.","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","Weka maji safi ya kunywa katika vyombo vilivyofungwa, ya kutosha siku tatu.","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","Mafuriko huchafua visima na mabomba kwanza.","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","Safisha mifereji, mitaro na njia za maji karibu na nyumba yako sasa.","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","Mifereji iliyofungwa hufanya mvua kubwa iwe mafuriko katika uwanja wako.","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","Weka chakula, mbegu, mbolea na vitu vya thamani juu, mbali na sakafu.","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","Hata maji kidogo huharibu chakula na mbegu zilizowekwa akiba.","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","Panga sehemu ya juu ambapo wanyama wanaweza kwenda.","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","Kufa kwa mifugo mara nyingi ni hasara kubwa zaidi ya mafuriko.","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","Tafuta jinsi tahadhari za eneo lako zinatolewa: redio, SMS, kipaza sauti au jirani.","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","Tahadhari rasmi ni ishara ya kuchukua hatua.","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","Weka dawa za kila siku za wiki moja katika mfuko wa dharura.","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","Kliniki zinaweza kutofikika kwa siku kadhaa.","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","Jua mto ulifika wapi katika mafuriko makubwa ya mwisho, na kaa juu ya kiwango hicho.","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","Alama za maji ya juu za zamani ni mwongozo bora wa eneo lako.","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","Usivuke barabara iliyojaa maji au mkondo mkavu wa mto wakati wa mvua kubwa.","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","Vifo vingi vya mafuriko ya ghafla hutokea ndani ya magari na kwenye vivuko vya mito.","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","Angalia nyufa mpya, miti inayoinama au chemchemi kwenye miteremko iliyo juu ya nyumba yako.","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","Miteremko hutoa ishara za tahadhari kabla ya kuporomoka.","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","Kama unaishi chini ya mteremko mkali, panga sehemu salama zaidi ya kulala wakati wa mvua kubwa.","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","Maporomoko ya udongo mara nyingi hutokea usiku baada ya siku kadhaa za mvua.","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","Rekebisha uvujaji na ongeza hifadhi ya maji: matangi, madumu, au shimo lenye kifuniko.","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","Kila lita unayohifadhi sasa ni lita ambayo hutalazimika kuibeba baadaye.","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","Muulize afisa ugani kuhusu mbegu zinazokomaa haraka au zinazovumilia ukame.","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","Mazao ya msimu mfupi yanaweza kukomaa kabla mvua hazijaisha.","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","Panda kwa awamu: baadhi mapema, baadhi kwa wakati wa kawaida, sio yote kwa mara moja.","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","Hii inagawanya hatari ikiwa mvua zinaanza kisha zinasimama.","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","Vuna na hifadhi malisho ya ziada; fikiria kuuza mifugo dhaifu mapema.","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","Bei hushuka wakati watu wote wanauza kwa wakati mmoja.","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","Nunua chakula kikuu kidogo kidogo sasa, wakati bei ni ya kawaida.","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","Bei za chakula hupanda haraka zaidi mavuno yanapoharibika.","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","Patana na majirani jinsi kisima au tangi la pamoja litatumika kwa mgao.","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","Makubaliano yaliyowekwa huzuia migogoro maji yanapopungua.","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","Hifadhi maji na panga umwagiliaji ikiwa unakaa kaskazini au mashariki.","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","Majira ya joto ya El Niño mara nyingi huwa makavu huko.","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","Tumia tena maji ya kufua kwa bustani na vyoo.","machine"
"steps.water-reuse.why","Cuts household water use by a third.","Hii inapunguza matumizi ya maji ya nyumbani kwa theluthi moja.","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","Jifunze ratiba ya mgao wa maji ya mji wako na jaza vyombo siku maji yanapotoka.","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","Miji hutoa maji kwa mgao wakati wa kiangazi; kujua siku hukuepusha na mabomba matupu.","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","Safisha nyasi kavu na vichaka kwa umbali wa mita 10 au zaidi kuzunguka majengo.","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","Eneo lililosafishwa huzuia mioto mingi ya nyasi kufikia nyumba.","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","Usichome mashamba au taka siku za joto na upepo.","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","Mioto mikubwa mingi huanza kama moto uliowashwa kwa makusudi ambao ulienea bila kudhibitiwa.","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","Panga kuondoka mapema na fuata viwango vya hatari vinavyotolewa na idara ya zimamoto.","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","Kuondoka kwa kuchelewa ni uamuzi wenye hatari kubwa zaidi wakati wa moto wa vichaka.","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","Tayarisha mkoba wa kuhama na ujue njia mbili za kutoka eneo lako.","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","Moto wa mwituni unaweza kufunga barabara kuu kwa dakika chache.","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","Weka barakoa kwa siku za moshi, na uwe na chumba kinachoweza kufungwa.","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","Moshi huwadhuru watoto na wazee zaidi.","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","Fanya kazi ngumu asubuhi mapema na jioni.","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","Magonjwa ya joto huwa mengi zaidi katikati ya siku.","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","Angalia kila siku majirani wazee na watu wanaoishi peke yao.","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","Vifo vingi vinavyosababishwa na joto hutokea nyumbani bila mtu kujua.","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","Kunywa maji mara nyingi, kabla ya kuhisi kiu.","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","Kiu huja kwa kuchelewa, wakati mwili tayari umepungukiwa maji.","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","Chemsha maji ya kunywa au weka dawa ya kusafisha maji, mafuriko yanapofika kwenye visima au mabomba.","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","Kipindupindu na kuharisha huenea kwa maji ya mafuriko.","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","Mwaga maji yaliyosimama karibu na nyumba kila siku chache, na tumia vyandarua.","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","Magonjwa yanayoenezwa na mbu huongezeka baada ya mvua kubwa.","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","Weka nyumbani chumvi za kurudisha maji mwilini (ORS) na ujue kliniki iliyo karibu.","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","Kurudisha maji mwilini haraka huokoa maisha wakati wa mlipuko wa kipindupindu.","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","Toa taarifa kwa daktari wa mifugo kuhusu vifo vya ghafla au mimba zinazoharibika, na usishike mifugo wagonjwa.","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","Homa ya Bonde la Ufa huwaambukiza watu kutoka mifugo wagonjwa baada ya mafuriko.","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","Tandaza matandazo shambani ili kuhifadhi unyevu wa udongo.","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","Matandazo yanaweza kuhifadhi unyevu wa udongo kwa wiki moja au mbili zaidi.","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","Panda mazao mchanganyiko, pamoja na yale yanayohitaji maji kidogo.","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","Kushindwa kwa zao moja kunaumiza kidogo ikiwa mazao mengine yanaendelea kukua.","machine"
"steps.cropfail-insurance.text","Ask about crop insurance or a farmer group support scheme before planting.","Uliza kuhusu bima ya mazao au mpango wa msaada wa kikundi cha wakulima kabla ya kupanda.","machine"
"steps.cropfail-insurance.why","Most schemes close their sign-up before the season starts.","Mipango mingi hufunga usajili kabla msimu kuanza.","machine"
"steps.food-network.text","Find out which local groups give food or cash support and how to register.","Tafuta ni vikundi vipi vya hapa vinatoa chakula au msaada wa fedha, na jinsi ya kujiandikisha.","machine"
"steps.food-network.why","Registering early avoids queues when help arrives.","Kujiandikisha mapema huepusha mistari mirefu msaada unapofika.","machine"
"steps.hurr-kit.text","Prepare a hurricane kit: water, food, torch, radio, medicines, documents.","Tayarisha vifaa vya kimbunga: maji, chakula, tochi, redio, dawa, hati muhimu.","machine"
"steps.hurr-kit.why","Shops and power may be out for days after a storm.","Maduka na umeme vinaweza kukosekana kwa siku kadhaa baada ya dhoruba.","machine"
"steps.hurr-shelter.text","Know your nearest shelter and how you will get there.","Jua mahali pa hifadhi palipo karibu nawe na jinsi utakavyofika huko.","machine"
"steps.hurr-shelter.why","Shelters fill fast once a warning is issued.","Sehemu za hifadhi hujaa haraka tahadhari inapotolewa.","machine"
"steps.typh-kit.text","Prepare a typhoon kit: water, food, torch, radio, medicines, documents.","Tayarisha vifaa vya kimbunga: maji, chakula, tochi, redio, dawa, hati muhimu.","machine"
"steps.typh-kit.why","Shops and power may be out for days after a storm.","Maduka na umeme vinaweza kukosekana kwa siku kadhaa baada ya dhoruba.","machine"
"steps.typh-boats.text","Fishers: agree a safe harbour plan and follow no-sail warnings.","Wavuvi: patana kuhusu mpango wa bandari salama na fuata tahadhari za kutokwenda baharini.","machine"
"steps.typh-boats.why","Most typhoon deaths at sea are boats caught out.","Vifo vingi vya kimbunga baharini ni vya watu wanaokutwa na kimbunga wakiwa kwenye boti.","machine"
"steps.cyc-kit.text","Prepare a cyclone kit: water, food, torch, radio, medicines, documents.","Tayarisha vifaa vya kimbunga: maji, chakula, tochi, redio, dawa, hati muhimu.","machine"
"steps.cyc-kit.why","Shops and power may be out for days after a storm.","Maduka na umeme vinaweza kukosekana kwa siku kadhaa baada ya dhoruba.","machine"
"steps.cyc-roof.text","Tie down or repair loose roofing before the season.","Funga vizuri au tengeneza paa lililolegea kabla ya msimu.","machine"
"steps.cyc-roof.why","Loose roof sheets are the main cause of cyclone damage and injury.","Mabati ya paa yaliyolegea ni chanzo kikuu cha uharibifu na majeraha wakati wa kimbunga.","machine"
"steps.cycmoz-plan.text","Know your evacuation route and shelter before the cyclone season.","Jua njia yako ya kuondoka na mahali pa hifadhi kabla ya msimu wa vimbunga.","machine"
"steps.cycmoz-plan.why","Cyclones in the Mozambique Channel bring floods far inland.","Vimbunga katika Mkondo wa Msumbiji huleta mafuriko hata mbali ndani ya nchi kavu.","machine"
"steps.cycshift-plan.text","Prepare for cyclones even if your island is rarely hit.","Jiandae kwa vimbunga hata kama kisiwa chako hupigwa mara chache.","machine"
"steps.cycshift-plan.why","During El Niño, cyclones form and travel farther east than usual.","Wakati wa El Niño, vimbunga huundwa na kusafiri mashariki zaidi kuliko kawaida.","machine"
"steps.storm-trees.text","Trim weak branches and secure loose items outdoors.","Kata matawi dhaifu na funga vizuri vitu vya nje vinavyoweza kupeperushwa na upepo.","machine"
"steps.storm-trees.why","Falling branches cause most storm damage to homes.","Matawi yanayoanguka husababisha uharibifu mkubwa wa nyumba wakati wa dhoruba.","machine"
"steps.seas-move.text","Move valuables and sleeping areas away from the shoreline during king tides.","Hamisha vitu vya thamani na sehemu za kulala mbali na ufuo wakati wa maji kujaa sana baharini.","machine"
"steps.seas-move.why","Sea level is higher than normal on Pacific atolls during El Niño.","Usawa wa bahari uko juu kuliko kawaida katika visiwa vya atoli vya Pasifiki wakati wa El Niño.","machine"
"steps.salt-store.text","Store fresh water before the dry season; test wells for salt.","Weka akiba ya maji safi kabla ya msimu wa kiangazi; pima maji ya visima kuona kama yana chumvi.","machine"
"steps.salt-store.why","Low river flow lets sea water push into wells and canals.","Mito ikipungua maji, maji ya bahari huingia katika visima na mifereji.","machine"
