key,english,translation,status
"ui.offline_note","You are offline. Showing your last briefing from {date}.","Vous êtes hors ligne. Voici votre dernier bulletin du {date}.","machine"
"ui.mt_banner","Machine-translated. Tap to suggest a fix.","Traduction automatique. Touchez pour proposer une correction.","machine"
"ui.settings","Settings","Réglages","machine"
"ui.text_size","Text size","Taille du texte","machine"
"ui.high_contrast","High contrast","Contraste élevé","machine"
"ui.reduce_motion","Reduce motion","Réduire les animations","machine"
"ui.easy_read","Easy Read","Lecture facile","machine"
"ui.methodology","How this works","Comment ça marche","machine"
"ui.back","Back","Retour","machine"
"ui.change_place","Change place","Changer de lieu","machine"
"ui.no_results","No match. Try a bigger town nearby.","Aucun résultat. Essayez une ville plus grande à proximité.","machine"
"ui.region_label","Region","Région","machine"
"ui.share","Share this briefing","Partager ce bulletin","machine"
"ui.no_js","Search needs JavaScript. Without it, pick your country below.","La recherche a besoin de JavaScript. Sans lui, choisissez votre pays ci-dessous.","machine"
"ui.forecast_unavailable","Seasonal model forecast not available right now (offline or busy). The outlook above uses the known pattern and past events.","La prévision du modèle saisonnier n'est pas disponible en ce moment (hors ligne ou service occupé). Le texte ci-dessus se base sur le schéma habituel et sur les épisodes passés.","machine"
"ui.data_note","Data: {list}.","Données : {list}.","machine"
"ui.near","near {name}","près de {name}","machine"
"ui.pick_map","Pick on a map","Choisir sur une carte","machine"
"ui.map_hint","Tap your location on the map. Zoom in for villages.","Touchez votre position sur la carte. Zoomez pour voir les villages.","machine"
"ui.skip","Skip to main content","Aller au contenu principal","machine"
"ui.dyslexia","Dyslexia-friendly spacing","Espacement adapté à la dyslexie","machine"
"ui.steps_shortcut_hint","Jumps to your first step.","Vous amène à votre première étape.","machine"
"ui.loading","Getting your briefing…","Chargement de votre bulletin…","machine"
"ui.error_title","We could not load your briefing.","Nous n'avons pas pu charger votre bulletin.","machine"
"ui.error_body","Check your connection and try again. Your last briefing, if you had one, is kept on this phone.","Vérifiez votre connexion et réessayez. Votre dernier bulletin, si vous en aviez un, reste enregistré sur ce téléphone.","machine"
"ui.retry","Try again","Réessayer","machine"
"timing_coming_one","That season starts next month ({season}).","Cette saison commence le mois prochain ({season}).","machine"
"hazards.FL","flooding","inondations","machine"
"hazards.FLR","river flooding","crues des rivières","machine"
"hazards.FF","flash floods","crues soudaines","machine"
"hazards.LS","landslides","glissements de terrain","machine"
"hazards.DR","drought","sécheresse","machine"
"hazards.WS","water shortage","manque d'eau","machine"
"hazards.WF","fires","incendies","machine"
"hazards.HZ","smoke haze","fumée des incendies","machine"
"hazards.HT","extreme heat","chaleur extrême","machine"
"hazards.EP","disease outbreaks","épidémies","machine"
"hazards.CH","cholera","choléra","machine"
"hazards.RVF","Rift Valley fever","fièvre de la vallée du Rift","machine"
"hazards.CS","crop stress","cultures qui souffrent","machine"
"hazards.CF","crop failure","pertes de récoltes","machine"
"hazards.FI","food shortages","manque de nourriture","machine"
"hazards.TC","tropical storms","tempêtes tropicales","machine"
"hazards.TCE","tropical storms reaching farther east","tempêtes tropicales qui vont plus loin vers l'est","machine"
"hazards.ST","storms","tempêtes","machine"
"hazards.HS","high seas","mer plus haute que d'habitude","machine"
"hazards.SI","salt water in wells","eau salée dans les puits","machine"
"hazards.FR","highland frost","gel en altitude","machine"
"hazards.SN","low snowpack","peu de neige accumulée","machine"
"hazards.HSN","heavy snow","fortes chutes de neige","machine"
"hazards.CD","cold spells","vagues de froid","machine"
"hazards.FLS","spring floods","inondations de printemps","machine"
"hazards.MW","a mild winter","un hiver doux","machine"
"hazards.CU","a cool summer","un été frais","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","Principaux risques : {list}.","machine"
"list_sep",", ",", ","machine"
"list_last"," and "," et ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","La dernière prévision du modèle saisonnier pour {season} indique {pct}.","machine"
"forecast_agree","That agrees with the usual pattern.","Cela correspond au schéma habituel.","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","Cela ne correspond pas au schéma habituel, donc la confiance est plus faible.","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","C'est proche de la normale, donc le schéma pourrait être plus faible cette fois.","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(La prévision couvre {n} mois sur {of}.)","machine"
"history_few","Too few past events have data here to give a local average.","Il y a trop peu d'épisodes passés avec des données ici pour calculer une moyenne locale.","machine"
"local_seasons.spring and summer","spring and summer","le printemps et l'été","machine"
"local_seasons.winter and spring","winter and spring","l'hiver et le printemps","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","l'avant-saison humide et la saison des pluies","machine"
"local_seasons.the monsoon","the monsoon","la mousson","machine"
"local_seasons.the summer rains","the summer rains","les pluies d'été","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","la saison des pluies du Nordeste","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","la saison sèche en Amazonie","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","les pluies des prunes et la saison des crues d'été","machine"
"local_seasons.the dry season","the dry season","la saison sèche","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","la saison des pluies sur la côte","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","les pluies Belg/Deyr","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","les pluies Kiremt","machine"
"local_seasons.the wet season","the wet season","la saison humide","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","la saison des pluies et la canícula","machine"
"local_seasons.musim kemarau","musim kemarau","musim kemarau","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","la mousson du sud-ouest","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","la mousson du nord-est","machine"
"local_seasons.the winter rains","the winter rains","les pluies d'hiver","machine"
"local_seasons.the short rains","the short rains","les petites pluies","machine"
"local_seasons.the Maha season rains","the Maha season rains","les pluies de la saison Maha","machine"
"local_seasons.the rainy season","the rainy season","la saison des pluies","machine"
"local_seasons.winter","winter","l'hiver","machine"
"local_seasons.the highland rains","the highland rains","les pluies des hautes terres","machine"
"local_seasons.the Deyr rains","the Deyr rains","les pluies Deyr","machine"
"local_seasons.the Vuli rains","the Vuli rains","les pluies Vuli","machine"
"local_seasons.the second rains","the second rains","la deuxième saison des pluies","machine"
"local_seasons.spring","spring","le printemps","machine"
"pct_above_cap","more than {n}% above normal","plus de {n} % au-dessus de la normale","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","Mettez les cartes d'identité, les papiers du terrain et les numéros de téléphone dans un sac plastique bien fermé.","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","Les papiers sont ce qui est le plus difficile à remplacer après une inondation.","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","Décidez avec votre famille d'un endroit en hauteur où aller et d'un chemin pour y arriver.","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","C'est en décidant dans le noir, sous la pluie, que les gens se blessent.","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","Gardez de l'eau potable propre dans des récipients fermés, assez pour trois jours.","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","Les inondations polluent d'abord les puits et les robinets.","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","Nettoyez dès maintenant les caniveaux, les gouttières et les canaux près de chez vous.","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","Quand les caniveaux sont bouchés, une forte pluie devient une inondation dans votre cour.","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","Mettez la nourriture, les semences, l'engrais et les objets de valeur en hauteur, pas par terre.","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","Même une eau peu profonde abîme la nourriture et les semences stockées.","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","Prévoyez un endroit en hauteur où les animaux peuvent aller.","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","La perte du bétail est souvent le plus gros coût d'une inondation.","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","Renseignez-vous sur la façon dont les alertes locales sont données : radio, SMS, haut-parleur ou un voisin.","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","L'alerte officielle est le signal pour agir.","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","Gardez dans le sac d'urgence une semaine des médicaments que vous prenez chaque jour.","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","Les centres de santé peuvent rester inaccessibles pendant plusieurs jours.","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","Repérez jusqu'où la rivière est montée lors de la dernière grande inondation et restez au-dessus de ce niveau.","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","Les niveaux d'eau atteints dans le passé sont le meilleur repère local.","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","Ne traversez jamais une route inondée ou un lit de rivière à sec pendant de fortes pluies.","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","La plupart des morts par crue soudaine arrivent dans les véhicules et aux passages de rivière.","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","Surveillez les nouvelles fissures, les arbres penchés ou les sources d'eau sur les pentes au-dessus de votre maison.","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","Les pentes donnent des signes avant de s'effondrer.","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","Si vous habitez sous une pente raide, prévoyez un endroit plus sûr pour dormir pendant de fortes pluies.","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","Les glissements de terrain arrivent surtout la nuit, après plusieurs jours de pluie.","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","Réparez les fuites et ajoutez du stockage d'eau : citernes, barils ou une fosse couverte.","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","Chaque litre économisé maintenant est un litre que vous n'aurez pas à porter plus tard.","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","Demandez à votre conseiller agricole des semences précoces ou qui supportent la sécheresse.","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","Les cultures à cycle court peuvent finir avant l'arrêt des pluies.","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","Semez en plusieurs fois : une partie tôt, une partie à la période normale, pas tout en même temps.","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","Cela répartit le risque si les pluies commencent puis s'arrêtent.","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","Coupez et stockez du fourrage en plus ; pensez à vendre tôt les animaux faibles.","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","Les prix baissent quand tout le monde vend en même temps.","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","Achetez des aliments de base un peu à la fois, maintenant, pendant que les prix sont normaux.","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","Les prix des aliments montent le plus vite quand les récoltes sont mauvaises.","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","Convenez avec vos voisins de la façon de rationner un puits ou une citerne partagés.","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","Des règles convenues évitent les conflits quand l'eau manque.","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","Stockez de l'eau et prévoyez l'irrigation si vous êtes dans le nord ou dans l'est.","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","Dans ces régions, les étés El Niño sont souvent secs.","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","Réutilisez l'eau de lavage pour le jardin et les toilettes.","machine"
"steps.water-reuse.why","Cuts household water use by a third.","Cela réduit d'un tiers l'eau utilisée à la maison.","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","Renseignez-vous sur le calendrier de rationnement de l'eau dans votre ville et remplissez des récipients les jours de distribution.","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","Les villes rationnent l'eau pendant les saisons sèches ; connaître le jour évite les robinets vides.","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","Enlevez l'herbe sèche et les broussailles sur au moins 10 mètres autour des bâtiments.","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","Une bande dégagée arrête la plupart des feux d'herbe avant la maison.","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","Ne brûlez pas les champs ni les ordures les jours chauds et venteux.","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","La plupart des grands incendies commencent par un feu allumé exprès qui a échappé à tout contrôle.","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","Préparez un plan pour partir tôt et suivez les niveaux de danger annoncés par les pompiers.","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","Partir tard est le choix le plus dangereux lors d'un feu de brousse.","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","Préparez un sac d'évacuation et connaissez deux chemins pour sortir de votre zone.","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","Un feu de forêt peut couper la route principale en quelques minutes.","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","Gardez des masques pour les jours de fumée, et une pièce que l'on peut fermer.","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","La fumée nuit surtout aux enfants et aux personnes âgées.","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","Faites les travaux difficiles tôt le matin et en fin d'après-midi.","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","Les malaises dus à la chaleur sont les plus nombreux au milieu de la journée.","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","Prenez des nouvelles chaque jour des voisins âgés et des personnes qui vivent seules.","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","La plupart des décès dus à la chaleur arrivent sans bruit, à la maison.","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","Buvez de l'eau souvent, avant d'avoir soif.","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","La soif arrive tard, quand le corps manque déjà d'eau.","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","Faites bouillir ou traitez l'eau de boisson quand les inondations atteignent les puits ou les tuyaux.","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","Le choléra et la diarrhée se transmettent par l'eau des inondations.","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","Videz l'eau stagnante autour de la maison tous les deux ou trois jours et utilisez des moustiquaires.","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","Les maladies transmises par les moustiques augmentent après de fortes pluies.","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","Gardez des sels de réhydratation orale à la maison et sachez où se trouve le centre de santé le plus proche.","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","Une réhydratation rapide sauve des vies pendant les épidémies de choléra.","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","Signalez à un vétérinaire les morts soudaines ou les avortements d'animaux, et évitez de toucher les animaux malades.","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","La fièvre de la vallée du Rift passe du bétail malade aux personnes après les inondations.","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","Couvrez les champs de paillis pour garder l'humidité du sol.","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","Le paillis peut garder le sol humide une ou deux semaines de plus.","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","Plantez plusieurs cultures différentes, dont certaines qui demandent moins d'eau.","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","Une culture perdue fait moins mal quand les autres survivent.","machine"
"steps.cropfail-insurance.text","Ask about crop insurance or a farmer group support scheme before planting.","Renseignez-vous sur l'assurance des cultures ou sur une aide de groupement d'agriculteurs avant de semer.","machine"
"steps.cropfail-insurance.why","Most schemes close their sign-up before the season starts.","La plupart de ces programmes ferment les inscriptions avant le début de la saison.","machine"
"steps.food-network.text","Find out which local groups give food or cash support and how to register.","Sachez quels groupes locaux donnent de la nourriture ou de l'argent, et comment s'inscrire.","machine"
"steps.food-network.why","Registering early avoids queues when help arrives.","S'inscrire tôt évite les files d'attente quand l'aide arrive.","machine"
"steps.hurr-kit.text","Prepare a hurricane kit: water, food, torch, radio, medicines, documents.","Préparez un kit ouragan : eau, nourriture, lampe de poche, radio, médicaments, documents.","machine"
"steps.hurr-kit.why","Shops and power may be out for days after a storm.","Les magasins et l'électricité peuvent manquer plusieurs jours après une tempête.","machine"
"steps.hurr-shelter.text","Know your nearest shelter and how you will get there.","Sachez où se trouve l'abri le plus proche et comment vous y rendre.","machine"
"steps.hurr-shelter.why","Shelters fill fast once a warning is issued.","Les abris se remplissent vite dès qu'une alerte est lancée.","machine"
"steps.typh-kit.text","Prepare a typhoon kit: water, food, torch, radio, medicines, documents.","Préparez un kit typhon : eau, nourriture, lampe de poche, radio, médicaments, documents.","machine"
"steps.typh-kit.why","Shops and power may be out for days after a storm.","Les magasins et l'électricité peuvent manquer plusieurs jours après une tempête.","machine"
"steps.typh-boats.text","Fishers: agree a safe harbour plan and follow no-sail warnings.","Pêcheurs : prévoyez ensemble un port sûr et respectez les interdictions de sortir en mer.","machine"
"steps.typh-boats.why","Most typhoon deaths at sea are boats caught out.","En mer, la plupart des décès pendant un typhon touchent les bateaux surpris au large.","machine"
"steps.cyc-kit.text","Prepare a cyclone kit: water, food, torch, radio, medicines, documents.","Préparez un kit cyclone : eau, nourriture, lampe de poche, radio, médicaments, documents.","machine"
"steps.cyc-kit.why","Shops and power may be out for days after a storm.","Les magasins et l'électricité peuvent manquer plusieurs jours après une tempête.","machine"
"steps.cyc-roof.text","Tie down or repair loose roofing before the season.","Fixez ou réparez les toitures mal attachées avant la saison.","machine"
"steps.cyc-roof.why","Loose roof sheets are the main cause of cyclone damage and injury.","Les tôles de toit mal fixées sont la première cause de dégâts et de blessures lors d'un cyclone.","machine"
"steps.cycmoz-plan.text","Know your evacuation route and shelter before the cyclone season.","Connaissez votre chemin d'évacuation et votre abri avant la saison des cyclones.","machine"
"steps.cycmoz-plan.why","Cyclones in the Mozambique Channel bring floods far inland.","Les cyclones du canal du Mozambique apportent des inondations loin à l'intérieur des terres.","machine"
"steps.cycshift-plan.text","Prepare for cyclones even if your island is rarely hit.","Préparez-vous aux cyclones même si votre île est rarement touchée.","machine"
"steps.cycshift-plan.why","During El Niño, cyclones form and travel farther east than usual.","Pendant El Niño, les cyclones se forment et se déplacent plus à l'est que d'habitude.","machine"
"steps.storm-trees.text","Trim weak branches and secure loose items outdoors.","Coupez les branches fragiles et attachez les objets qui traînent dehors.","machine"
"steps.storm-trees.why","Falling branches cause most storm damage to homes.","Les branches qui tombent causent la plupart des dégâts aux maisons pendant les tempêtes.","machine"
"steps.seas-move.text","Move valuables and sleeping areas away from the shoreline during king tides.","Pendant les grandes marées, éloignez du bord de mer vos objets de valeur et vos lieux de couchage.","machine"
"steps.seas-move.why","Sea level is higher than normal on Pacific atolls during El Niño.","Sur les atolls du Pacifique, le niveau de la mer est plus haut que d'habitude pendant El Niño.","machine"
"steps.salt-store.text","Store fresh water before the dry season; test wells for salt.","Stockez de l'eau douce avant la saison sèche. Vérifiez si l'eau des puits est salée.","machine"
"steps.salt-store.why","Low river flow lets sea water push into wells and canals.","Quand les rivières coulent peu, l'eau de mer entre dans les puits et les canaux.","machine"
"steps.frost-cover.text","Cover seedlings at night and keep seed for replanting.","Couvrez les jeunes plants la nuit et gardez des semences pour replanter.","machine"
"steps.frost-cover.why","Highland frost during dry spells can kill a whole crop overnight.","En altitude, le gel pendant les périodes sèches peut détruire toute une récolte en une nuit.","machine"
"steps.snow-water.text","Expect lower rivers next summer; plan irrigation and water use early.","Les rivières seront sans doute plus basses l'été prochain. Prévoyez tôt l'irrigation et l'usage de l'eau.","machine"
"steps.snow-water.why","Less winter snow means less water later in the year.","Moins de neige en hiver veut dire moins d'eau plus tard dans l'année.","machine"
"steps.snow-kit.text","Keep extra food, heating fuel and medicines in case roads close.","Gardez en réserve de la nourriture, du combustible de chauffage et des médicaments, au cas où les routes seraient fermées.","machine"
"steps.snow-kit.why","Heavy snow can cut off towns for days.","De fortes chutes de neige peuvent isoler des villes pendant plusieurs jours.","machine"
"steps.cold-heat.text","Check heating, insulation and warm clothing before winter.","Vérifiez le chauffage, l'isolation et les vêtements chauds avant l'hiver.","machine"
"steps.cold-heat.why","Cold snaps hit older people and babies hardest.","Les vagues de froid touchent surtout les personnes âgées et les bébés.","machine"
"steps.spring-melt.text","Expect higher rivers in spring when heavy snow melts.","Au printemps, les rivières seront sans doute plus hautes quand la neige abondante fondra.","machine"
"steps.spring-melt.why","A snowy winter often means spring floods.","Un hiver très neigeux amène souvent des crues au printemps.","machine"
"steps.mild-pests.text","Watch for more pests and mould; a mild winter kills fewer of them.","Attendez-vous à plus de ravageurs et de moisissures : un hiver doux en tue moins.","machine"
"steps.mild-pests.why","Cold normally keeps pests and disease in check.","D'habitude, le froid limite les ravageurs et les maladies.","machine"
"steps.cool-crop.text","Choose crop varieties that ripen in a cooler, wetter summer.","Choisissez des variétés qui mûrissent pendant un été plus frais et plus humide.","machine"
"steps.cool-crop.why","Cool summers delay ripening and increase crop disease.","Les étés frais retardent la maturité et augmentent les maladies des cultures.","machine"
"steps.always-official.text","Follow your national weather service for warnings; this briefing is a seasonal outlook, not a warning.","Suivez votre service météorologique national pour les alertes. Ce bulletin est une prévision saisonnière, pas une alerte.","machine"
"steps.always-official.why","Only official services issue alerts for specific days and places.","Seuls les services officiels émettent des alertes pour des jours et des lieux précis.","machine"
"steps.always-share.text","Tell one neighbour what this season may bring.","Parlez à un voisin de ce que cette saison peut apporter.","machine"
