key,english,translation,status
"ui.methodology","How this works","Cómo funciona esto","machine"
"ui.back","Back","Atrás","machine"
"ui.change_place","Change place","Cambiar de lugar","machine"
"ui.no_results","No match. Try a bigger town nearby.","No hay coincidencias. Pruebe con un pueblo más grande que esté cerca.","machine"
"ui.region_label","Region","Región","machine"
"ui.share","Share this briefing","Compartir este informe","machine"
"ui.no_js","Search needs JavaScript. Without it, pick your country below.","La búsqueda necesita JavaScript. Sin él, elija su país aquí abajo.","machine"
"ui.forecast_unavailable","Seasonal model forecast not available right now (offline or busy). The outlook above uses the known pattern and past events.","El pronóstico del modelo estacional no está disponible ahora (sin conexión o el servicio está ocupado). La perspectiva de arriba usa el patrón conocido y los eventos pasados.","machine"
"ui.data_note","Data: {list}.","Datos: {list}.","machine"
"ui.near","near {name}","cerca de {name}","machine"
"ui.pick_map","Pick on a map","Elegir en un mapa","machine"
"ui.map_hint","Tap your location on the map. Zoom in for villages.","Toque su ubicación en el mapa. Acerque el mapa para ver los pueblos.","machine"
"ui.skip","Skip to main content","Ir al contenido principal","machine"
"ui.dyslexia","Dyslexia-friendly spacing","Espaciado apto para dislexia","machine"
"ui.steps_shortcut_hint","Jumps to your first step.","Lleva a su primer paso.","machine"
"ui.loading","Getting your briefing…","Estamos cargando su informe…","machine"
"ui.error_title","We could not load your briefing.","No pudimos cargar su informe.","machine"
"ui.error_body","Check your connection and try again. Your last briefing, if you had one, is kept on this phone.","Revise su conexión y vuelva a intentarlo. Su último informe, si tenía uno, se guarda en este teléfono.","machine"
"ui.retry","Try again","Intentar de nuevo","machine"
"timing_coming_one","That season starts next month ({season}).","Esa temporada empieza el mes que viene ({season}).","machine"
"hazards.FL","flooding","inundaciones","machine"
"hazards.FLR","river flooding","desbordes de ríos","machine"
"hazards.FF","flash floods","inundaciones repentinas","machine"
"hazards.LS","landslides","deslizamientos de tierra","machine"
"hazards.DR","drought","sequía","machine"
"hazards.WS","water shortage","falta de agua","machine"
"hazards.WF","fires","incendios","machine"
"hazards.HZ","smoke haze","humo en el aire","machine"
"hazards.HT","extreme heat","calor extremo","machine"
"hazards.EP","disease outbreaks","brotes de enfermedades","machine"
"hazards.CH","cholera","cólera","machine"
"hazards.RVF","Rift Valley fever","fiebre del Valle del Rift","machine"
"hazards.CS","crop stress","cultivos afectados","machine"
"hazards.CF","crop failure","pérdida de cosechas","machine"
"hazards.FI","food shortages","falta de alimentos","machine"
"hazards.TC","tropical storms","tormentas tropicales","machine"
"hazards.TCE","tropical storms reaching farther east","tormentas tropicales que llegan más al este","machine"
"hazards.ST","storms","tormentas","machine"
"hazards.HS","high seas","marejadas","machine"
"hazards.SI","salt water in wells","agua salada en los pozos","machine"
"hazards.FR","highland frost","heladas en zonas altas","machine"
"hazards.SN","low snowpack","poca nieve acumulada","machine"
"hazards.HSN","heavy snow","nevadas fuertes","machine"
"hazards.CD","cold spells","olas de frío","machine"
"hazards.FLS","spring floods","inundaciones de primavera","machine"
"hazards.MW","a mild winter","un invierno templado","machine"
"hazards.CU","a cool summer","un verano fresco","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","Riesgos principales: {list}.","machine"
"list_sep",", ",", ","machine"
"list_last"," and "," y ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","El último pronóstico del modelo estacional para {season} dice {pct}.","machine"
"forecast_agree","That agrees with the usual pattern.","Eso coincide con el patrón habitual.","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","Eso no coincide con el patrón habitual, así que la confianza es menor.","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","Eso está cerca de lo normal, así que el patrón puede ser más débil esta vez.","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(El pronóstico cubre {n} de {of} meses.)","machine"
"history_few","Too few past events have data here to give a local average.","Hay muy pocos eventos pasados con datos aquí para dar un promedio local.","machine"
"local_seasons.spring and summer","spring and summer","primavera y verano","machine"
"local_seasons.winter and spring","winter and spring","invierno y primavera","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","la temporada previa a las lluvias y la temporada húmeda","machine"
"local_seasons.the monsoon","the monsoon","el monzón","machine"
"local_seasons.the summer rains","the summer rains","las lluvias de verano","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","la temporada de lluvias del Nordeste","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","la temporada seca de la Amazonía","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","las lluvias de ciruela y la temporada de crecidas de verano","machine"
"local_seasons.the dry season","the dry season","la temporada seca","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","la temporada de lluvias de la costa","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","las lluvias Belg/Deyr","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","las lluvias Kiremt","machine"
"local_seasons.the wet season","the wet season","la temporada húmeda","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","la temporada de lluvias y la canícula","machine"
"local_seasons.musim kemarau","musim kemarau","musim kemarau","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","el monzón del suroeste","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","el monzón del noreste","machine"
"local_seasons.the winter rains","the winter rains","las lluvias de invierno","machine"
"local_seasons.the short rains","the short rains","las lluvias cortas","machine"
"local_seasons.the Maha season rains","the Maha season rains","las lluvias de la temporada Maha","machine"
"local_seasons.the rainy season","the rainy season","la temporada de lluvias","machine"
"local_seasons.winter","winter","invierno","machine"
"local_seasons.the highland rains","the highland rains","las lluvias de las tierras altas","machine"
"local_seasons.the Deyr rains","the Deyr rains","las lluvias Deyr","machine"
"local_seasons.the Vuli rains","the Vuli rains","las lluvias Vuli","machine"
"local_seasons.the second rains","the second rains","las segundas lluvias","machine"
"local_seasons.spring","spring","primavera","machine"
"pct_above_cap","more than {n}% above normal","más de {n}% por encima de lo normal","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","Guarde los documentos de identidad, los papeles de la tierra y los números de teléfono en una bolsa de plástico cerrada.","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","Los papeles son lo más difícil de reponer después de una inundación.","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","Acuerde con su familia un lugar alto adonde ir y un camino para llegar.","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","La gente se lastima cuando tiene que decidir de noche y bajo la lluvia.","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","Guarde agua limpia para beber en recipientes cerrados, suficiente para tres días.","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","Las inundaciones contaminan primero los pozos y los grifos.","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","Limpie ahora los desagües, las canaletas y los canales cerca de su casa.","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","Los desagües tapados convierten la lluvia fuerte en una inundación en su patio.","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","Levante del suelo la comida, las semillas, el fertilizante y las cosas de valor.","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","Incluso el agua poco profunda arruina la comida y las semillas guardadas.","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","Planee a dónde pueden ir los animales en terreno más alto.","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","La pérdida de animales suele ser el costo más grande de una inundación.","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","Averigüe cómo se dan los avisos en su zona: radio, SMS, altavoz o un vecino.","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","El aviso oficial es la señal para actuar.","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","Guarde en la bolsa de emergencia una semana de las medicinas que toma cada día.","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","Las clínicas pueden quedar incomunicadas por varios días.","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","Averigüe hasta dónde llegó el río en la última inundación grande y quédese por encima de esa línea.","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","Las marcas que dejó el agua en el pasado son la mejor guía local.","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","Nunca cruce una calle inundada ni el cauce seco de un río cuando llueva fuerte.","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","La mayoría de las muertes por crecidas repentinas ocurren en vehículos y al cruzar ríos.","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","Fíjese si aparecen grietas nuevas, árboles inclinados o manantiales en las laderas arriba de su casa.","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","Las laderas dan señales de aviso antes de derrumbarse.","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","Si vive debajo de una ladera empinada, busque un lugar más seguro para dormir cuando llueva fuerte.","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","Los derrumbes ocurren casi siempre de noche, después de varios días de lluvia.","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","Repare las fugas y agregue lugares para guardar agua: tanques, tambores o un aljibe tapado.","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","Cada litro que guarde ahora es un litro que no tendrá que cargar después.","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","Pregunte al técnico agrícola por semillas de ciclo corto o resistentes a la sequía.","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","Los cultivos de ciclo corto pueden terminar antes de que paren las lluvias.","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","Siembre por partes: algo temprano, algo en la fecha normal, no todo a la vez.","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","Así reparte el riesgo si las lluvias empiezan y luego se detienen.","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","Corte y guarde forraje de más; piense en vender temprano los animales débiles.","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","Los precios bajan cuando todos venden al mismo tiempo.","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","Compre alimentos básicos poco a poco ahora, mientras los precios son normales.","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","Los precios de los alimentos suben más rápido cuando se pierden las cosechas.","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","Acuerde con los vecinos cómo se va a repartir el agua de un pozo o tanque compartido.","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","Las reglas acordadas evitan peleas cuando falta el agua.","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","Guarde agua y planifique el riego si vive en el norte o en el este.","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","Allí los veranos de El Niño suelen ser secos.","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","Vuelva a usar el agua de lavar para regar el huerto y para el inodoro.","machine"
"steps.water-reuse.why","Cuts household water use by a third.","Reduce en un tercio el uso de agua en la casa.","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","Conozca el horario de racionamiento de agua de su ciudad y llene recipientes los días de suministro.","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","Las ciudades racionan el agua en las temporadas secas; saber el día evita quedarse sin agua en el grifo.","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","Limpie el pasto seco y los arbustos al menos 10 metros alrededor de los edificios.","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","Una franja limpia detiene casi todos los incendios de pasto antes de llegar a la casa.","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","No queme campos ni basura en días calurosos y con viento.","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","La mayoría de los incendios grandes empiezan con una quema controlada que se escapó.","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","Haga un plan para salir temprano y siga los niveles de peligro del servicio de bomberos.","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","Salir tarde es la opción más peligrosa en un incendio de matorral.","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","Prepare una mochila de evacuación y conozca dos salidas de su zona.","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","Los incendios forestales pueden cerrar la carretera principal en pocos minutos.","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","Tenga mascarillas para los días con humo y un cuarto que se pueda cerrar bien.","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","El humo daña más a los niños y a las personas mayores.","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","Haga el trabajo pesado temprano en la mañana y al final de la tarde.","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","Las enfermedades por calor son más frecuentes al mediodía.","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","Visite cada día a los vecinos mayores y a las personas que viven solas.","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","La mayoría de las muertes por calor ocurren en silencio en la casa.","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","Beba agua seguido, antes de sentir sed.","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","La sed llega tarde, cuando al cuerpo ya le falta agua.","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","Hierva o trate el agua de beber cuando las inundaciones lleguen a los pozos o a las tuberías.","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","El cólera y la diarrea se transmiten por el agua de las inundaciones.","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","Vacíe el agua estancada alrededor de la casa cada pocos días y use mosquiteros.","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","Las enfermedades que transmiten los mosquitos aumentan después de las lluvias fuertes.","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","Tenga sales de rehidratación oral en casa y sepa cuál es la clínica más cercana.","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","Rehidratar rápido salva vidas en los brotes de cólera.","machine"
"steps.rvf-animals.text","Report sudden animal deaths or abortions to a vet, and avoid handling sick animals.","Avise al veterinario si hay muertes o abortos repentinos en los animales, y no toque animales enfermos.","machine"
"steps.rvf-animals.why","Rift Valley fever spreads to people from sick livestock after floods.","La fiebre del Valle del Rift pasa del ganado enfermo a las personas después de las inundaciones.","machine"
"steps.crop-mulch.text","Mulch fields to hold soil moisture.","Cubra el suelo de los campos con paja u hojas para conservar la humedad.","machine"
"steps.crop-mulch.why","Mulch can keep soil moist for an extra week or two.","Esa cubierta puede mantener el suelo húmedo una o dos semanas más.","machine"
"steps.cropfail-diversify.text","Plant a mix of crops, including some that need less water.","Siembre varios cultivos, incluidos algunos que necesitan menos agua.","machine"
"steps.cropfail-diversify.why","One failed crop hurts less when others survive.","Perder un cultivo duele menos si los otros sobreviven.","machine"
"steps.cropfail-insurance.text","Ask about crop insurance or a farmer group support scheme before planting.","Pregunte por un seguro de cultivos o por la ayuda de un grupo de agricultores antes de sembrar.","machine"
"steps.cropfail-insurance.why","Most schemes close their sign-up before the season starts.","Casi todos los programas cierran la inscripción antes de que empiece la temporada.","machine"
"steps.food-network.text","Find out which local groups give food or cash support and how to register.","Averigüe qué grupos locales dan comida o dinero de apoyo y cómo inscribirse.","machine"
"steps.food-network.why","Registering early avoids queues when help arrives.","Inscribirse temprano evita las filas cuando llega la ayuda.","machine"
"steps.hurr-kit.text","Prepare a hurricane kit: water, food, torch, radio, medicines, documents.","Prepare un kit para huracanes: agua, comida, linterna, radio, medicinas, documentos.","machine"
"steps.hurr-kit.why","Shops and power may be out for days after a storm.","Después de una tormenta, las tiendas pueden estar cerradas y puede no haber luz durante varios días.","machine"
"steps.hurr-shelter.text","Know your nearest shelter and how you will get there.","Sepa cuál es el refugio más cercano y cómo va a llegar allí.","machine"
"steps.hurr-shelter.why","Shelters fill fast once a warning is issued.","Los refugios se llenan rápido en cuanto se da un aviso.","machine"
"steps.typh-kit.text","Prepare a typhoon kit: water, food, torch, radio, medicines, documents.","Prepare un kit para tifones: agua, comida, linterna, radio, medicinas, documentos.","machine"
"steps.typh-kit.why","Shops and power may be out for days after a storm.","Después de una tormenta, las tiendas pueden estar cerradas y puede no haber luz durante varios días.","machine"
"steps.typh-boats.text","Fishers: agree a safe harbour plan and follow no-sail warnings.","Pescadores: acuerden un plan de puerto seguro y respeten los avisos de no salir al mar.","machine"
"steps.typh-boats.why","Most typhoon deaths at sea are boats caught out.","La mayoría de las muertes por tifones en el mar son de barcos que quedaron atrapados afuera.","machine"
"steps.cyc-kit.text","Prepare a cyclone kit: water, food, torch, radio, medicines, documents.","Prepare un kit para ciclones: agua, comida, linterna, radio, medicinas, documentos.","machine"
"steps.cyc-kit.why","Shops and power may be out for days after a storm.","Después de una tormenta, las tiendas pueden estar cerradas y puede no haber luz durante varios días.","machine"
"steps.cyc-roof.text","Tie down or repair loose roofing before the season.","Amarre o repare las partes flojas del techo antes de la temporada.","machine"
"steps.cyc-roof.why","Loose roof sheets are the main cause of cyclone damage and injury.","Las láminas de techo flojas son la causa principal de daños y heridas en los ciclones.","machine"
"steps.cycmoz-plan.text","Know your evacuation route and shelter before the cyclone season.","Conozca su ruta de evacuación y su refugio antes de la temporada de ciclones.","machine"
"steps.cycmoz-plan.why","Cyclones in the Mozambique Channel bring floods far inland.","Los ciclones del Canal de Mozambique traen inundaciones muy lejos, tierra adentro.","machine"
"steps.cycshift-plan.text","Prepare for cyclones even if your island is rarely hit.","Prepárese para los ciclones aunque su isla casi nunca reciba uno.","machine"
"steps.cycshift-plan.why","During El Niño, cyclones form and travel farther east than usual.","Durante El Niño, los ciclones se forman y avanzan más al este de lo normal.","machine"
"steps.storm-trees.text","Trim weak branches and secure loose items outdoors.","Corte las ramas débiles y asegure los objetos sueltos que están afuera.","machine"
"steps.storm-trees.why","Falling branches cause most storm damage to homes.","Las ramas que caen causan la mayor parte de los daños a las casas durante las tormentas.","machine"
"steps.seas-move.text","Move valuables and sleeping areas away from the shoreline during king tides.","Durante las mareas muy altas, aleje de la orilla sus cosas de valor y duerma lejos del agua.","machine"
"steps.seas-move.why","Sea level is higher than normal on Pacific atolls during El Niño.","En los atolones del Pacífico, el nivel del mar es más alto de lo normal durante El Niño.","machine"
"steps.salt-store.text","Store fresh water before the dry season; test wells for salt.","Guarde agua dulce antes de la temporada seca. Revise si el agua de los pozos tiene sal.","machine"
"steps.salt-store.why","Low river flow lets sea water push into wells and canals.","Cuando los ríos llevan poca agua, el agua del mar entra en los pozos y los canales.","machine"
"steps.frost-cover.text","Cover seedlings at night and keep seed for replanting.","Cubra las plantitas de noche y guarde semillas para volver a sembrar.","machine"
"steps.frost-cover.why","Highland frost during dry spells can kill a whole crop overnight.","En las zonas altas, la helada durante los periodos secos puede matar toda la cosecha en una noche.","machine"
"steps.snow-water.text","Expect lower rivers next summer; plan irrigation and water use early.","Espere ríos con menos agua el próximo verano. Planifique el riego y el uso del agua con tiempo.","machine"
"steps.snow-water.why","Less winter snow means less water later in the year.","Menos nieve en invierno significa menos agua más adelante en el año.","machine"
"steps.snow-kit.text","Keep extra food, heating fuel and medicines in case roads close.","Tenga comida, combustible para calentar y medicinas de más, en caso de que se cierren los caminos.","machine"
"steps.snow-kit.why","Heavy snow can cut off towns for days.","La nieve fuerte puede dejar pueblos aislados durante varios días.","machine"
"steps.cold-heat.text","Check heating, insulation and warm clothing before winter.","Revise la calefacción, el aislamiento y la ropa de abrigo antes del invierno.","machine"
"steps.cold-heat.why","Cold snaps hit older people and babies hardest.","El frío intenso afecta más a las personas mayores y a los bebés.","machine"
"steps.spring-melt.text","Expect higher rivers in spring when heavy snow melts.","Espere ríos más altos en primavera, cuando se derrita mucha nieve.","machine"
"steps.spring-melt.why","A snowy winter often means spring floods.","Un invierno con mucha nieve suele traer inundaciones en primavera.","machine"
"steps.mild-pests.text","Watch for more pests and mould; a mild winter kills fewer of them.","Esté atento a más plagas y moho. Un invierno templado mata menos plagas y moho.","machine"
"steps.mild-pests.why","Cold normally keeps pests and disease in check.","Normalmente el frío mantiene controladas las plagas y las enfermedades.","machine"
"steps.cool-crop.text","Choose crop varieties that ripen in a cooler, wetter summer.","Elija variedades de cultivo que maduren en un verano más fresco y más lluvioso.","machine"
"steps.cool-crop.why","Cool summers delay ripening and increase crop disease.","Los veranos frescos retrasan la maduración y aumentan las enfermedades de los cultivos.","machine"
"steps.always-official.text","Follow your national weather service for warnings; this briefing is a seasonal outlook, not a warning.","Siga a su servicio meteorológico nacional para los avisos. Este informe es una perspectiva de temporada, no un aviso.","machine"
"steps.always-official.why","Only official services issue alerts for specific days and places.","Solo los servicios oficiales emiten alertas para días y lugares concretos.","machine"
"steps.always-share.text","Tell one neighbour what this season may bring.","Cuente a un vecino lo que puede traer esta temporada.","machine"
"steps.always-share.why","Communities that talk about risk early prepare better.","Las comunidades que hablan del riesgo con tiempo se preparan mejor.","machine"
"regions.peru-ecuador-coast.name","Coastal Peru and Ecuador","Costa de Perú y Ecuador","machine"
"regions.peru-ecuador-coast.el_nino_note","Warm coastal water brings heavy rain to a normally dry coast. 1982-83, 1997-98 and 2017 brought severe floods.","El agua cálida de la costa trae lluvias fuertes a una costa que normalmente es seca. En 1982-83, 1997-98 y 2017 hubo inundaciones graves.","machine"
"regions.peru-ecuador-coast.la_nina_note","Cooler sea and drier coast.","Mar más frío y costa más seca.","machine"
"regions.northern-south-america.name","Northern South America and the Amazon","Norte de América del Sur y la Amazonía","machine"
