key,english,translation,status
"ui.tagline","What this El Niño means for you, and what to do about it.","ይህ ኤልኒኞ ለእርስዎ ምን ማለት እንደሆነና ምን ማድረግ እንዳለብዎት።","machine"
"ui.search_label","Where do you live?","የት ነው የሚኖሩት?","machine"
"ui.search_placeholder","Type a town or city","የከተማ ወይም የመንደር ስም ይጻፉ","machine"
"ui.use_location","Use my location","ያለሁበትን ቦታ ተጠቀም","machine"
"ui.see_briefing","See my briefing","የእኔን መግለጫ አሳይ","machine"
"ui.livelihood_q","What best describes you?","የትኛው እርስዎን በተሻለ ይገልጻል?","machine"
"ui.livelihood_farmer","I farm or keep animals","አርሳለሁ ወይም እንስሳት አረባለሁ","machine"
"ui.livelihood_coastal","I live near the coast or a river","ከባህር ዳርቻ ወይም ከወንዝ አጠገብ እኖራለሁ","machine"
"ui.livelihood_urban","I live in a town or city","በከተማ ውስጥ እኖራለሁ","machine"
"ui.livelihood_all","Just show me everything","ሁሉንም አሳየኝ","machine"
"ui.tell_more","Tell me more","የበለጠ ንገረኝ","machine"
"ui.show_less","Show less","ያነሰ አሳይ","machine"
"ui.step_of","Step {i} of {n}","ደረጃ {i} ከ{n}","machine"
"ui.why_matters","Why this matters","ይህ ለምን አስፈላጊ ነው","machine"
"ui.done","Done","ተጠናቋል","machine"
"ui.next_step","Next step","ቀጣይ ደረጃ","machine"
"ui.show_all_steps","Show all steps","ሁሉንም ደረጃዎች አሳይ","machine"
"ui.minutes","about {n} minutes","በግምት {n} ደቂቃ","machine"
"ui.what_now","What should I do right now?","አሁን ምን ማድረግ አለብኝ?","machine"
"ui.read_aloud","Read aloud","በድምፅ አንብብ","machine"
"ui.radio_script","30-second radio script","የ30 ሰከንድ የሬዲዮ ጽሑፍ","machine"
"ui.sms_text","SMS version","የአጭር መልእክት (SMS) ቅጂ","machine"
"ui.sources","Sources","ምንጮች","machine"
"ui.updated","Data updated {date}","መረጃው {date} ተዘምኗል","machine"
"ui.offline_note","You are offline. Showing your last briefing from {date}.","ከመስመር ውጭ ነዎት። ከ{date} የቀረበውን የመጨረሻ መግለጫዎን እያሳየን ነው።","machine"
"ui.mt_banner","Machine-translated. Tap to suggest a fix.","በማሽን የተተረጎመ ነው። ማስተካከያ ለመጠቆም ይንኩ።","machine"
"ui.settings","Settings","ቅንብሮች","machine"
"ui.text_size","Text size","የጽሑፍ መጠን","machine"
"ui.high_contrast","High contrast","ጠንካራ የቀለም ልዩነት","machine"
"ui.reduce_motion","Reduce motion","እንቅስቃሴን ቀንስ","machine"
"ui.easy_read","Easy Read","ቀላል ንባብ","machine"
"ui.methodology","How this works","እንዴት እንደሚሠራ","machine"
"ui.back","Back","ተመለስ","machine"
"ui.change_place","Change place","ቦታ ቀይር","machine"
"ui.no_results","No match. Try a bigger town nearby.","የሚመሳሰል ቦታ አልተገኘም። በአቅራቢያ ያለ ትልቅ ከተማ ይሞክሩ።","machine"
"ui.region_label","Region","ክልል","machine"
"ui.share","Share this briefing","ይህን መግለጫ አጋራ","machine"
"ui.no_js","Search needs JavaScript. Without it, pick your country below.","ፍለጋ JavaScript ይፈልጋል። ከሌለ፣ ከታች አገርዎን ይምረጡ።","machine"
"ui.forecast_unavailable","Seasonal model forecast not available right now (offline or busy). The outlook above uses the known pattern and past events.","የወቅቱ ሞዴል ትንበያ አሁን አይገኝም (ከመስመር ውጭ ወይም ሥራ በዝቶበታል)። ከላይ ያለው ትንበያ የታወቀውን ዘይቤ እና ያለፉ ክስተቶችን ይጠቀማል።","machine"
"ui.data_note","Data: {list}.","መረጃ፦ {list}።","machine"
"ui.near","near {name}","{name} አቅራቢያ","machine"
"ui.pick_map","Pick on a map","በካርታ ላይ ይምረጡ","machine"
"ui.map_hint","Tap your location on the map. Zoom in for villages.","በካርታው ላይ ያሉበትን ቦታ ይንኩ። መንደሮችን ለማየት አጉሉ።","machine"
"ui.skip","Skip to main content","ወደ ዋናው ይዘት ዝለል","machine"
"ui.dyslexia","Dyslexia-friendly spacing","ለንባብ ችግር የሚስማማ ክፍተት","machine"
"ui.steps_shortcut_hint","Jumps to your first step.","ወደ መጀመሪያው ደረጃዎ ይወስዳል።","machine"
"ui.loading","Getting your briefing…","መረጃዎን በማምጣት ላይ…","machine"
"ui.error_title","We could not load your briefing.","መረጃዎን ማምጣት አልቻልንም።","machine"
"ui.error_body","Check your connection and try again. Your last briefing, if you had one, is kept on this phone.","ግንኙነትዎን ያረጋግጡ እና እንደገና ይሞክሩ። ከዚህ በፊት መረጃ ካገኙ፣ የመጨረሻው መረጃ በዚህ ስልክ ውስጥ ተቀምጧል።","machine"
"ui.retry","Try again","እንደገና ይሞክሩ","machine"
"timing_coming_one","That season starts next month ({season}).","ያ ወቅት በሚቀጥለው ወር ይጀምራል ({season})።","machine"
"hazards.FL","flooding","ጎርፍ","machine"
"hazards.FLR","river flooding","የወንዝ ጎርፍ","machine"
"hazards.FF","flash floods","ድንገተኛ ጎርፍ","machine"
"hazards.LS","landslides","የመሬት መንሸራተት","machine"
"hazards.DR","drought","ድርቅ","machine"
"hazards.WS","water shortage","የውሃ እጥረት","machine"
"hazards.WF","fires","እሳት","machine"
"hazards.HZ","smoke haze","የጭስ ጭጋግ","machine"
"hazards.HT","extreme heat","ከባድ ሙቀት","machine"
"hazards.EP","disease outbreaks","የበሽታ ወረርሽኝ","machine"
"hazards.CH","cholera","ኮሌራ","machine"
"hazards.RVF","Rift Valley fever","የሪፍት ቫሊ ትኩሳት","machine"
"hazards.CS","crop stress","የሰብል ጭንቀት","machine"
"hazards.CF","crop failure","የሰብል መውደም","machine"
"hazards.FI","food shortages","የምግብ እጥረት","machine"
"hazards.TC","tropical storms","ሞቃታማ አውሎ ነፋስ","machine"
"hazards.TCE","tropical storms reaching farther east","ወደ ምሥራቅ ርቀው የሚደርሱ ሞቃታማ አውሎ ነፋሶች","machine"
"hazards.ST","storms","አውሎ ነፋስ","machine"
"hazards.HS","high seas","ኃይለኛ የባሕር ሞገድ","machine"
"hazards.SI","salt water in wells","በጉድጓዶች ውስጥ የጨው ውሃ","machine"
"hazards.FR","highland frost","በደጋ አካባቢ ውርጭ","machine"
"hazards.SN","low snowpack","አነስተኛ የበረዶ ክምር","machine"
"hazards.HSN","heavy snow","ከባድ በረዶ","machine"
"hazards.CD","cold spells","የብርድ ጊዜያት","machine"
"hazards.FLS","spring floods","የፀደይ ጎርፍ","machine"
"hazards.MW","a mild winter","ብዙ ብርድ የሌለው ክረምት","machine"
"hazards.CU","a cool summer","ቀዝቀዝ ያለ የበጋ ወቅት","machine"
"season_with_local","{season} ({local})","{season} ({local})","machine"
"risks","Main risks: {list}.","ዋና አደጋዎች፦ {list}።","machine"
"list_sep",", ","፣ ","machine"
"list_last"," and "," እና ","machine"
"forecast","The latest seasonal model forecast for {season} says {pct}.","ለ{season} የወጣው አዲሱ የወቅት ትንበያ እንዲህ ይላል፦ {pct}።","machine"
"forecast_agree","That agrees with the usual pattern.","ይህ ከተለመደው ሁኔታ ጋር ይስማማል።","machine"
"forecast_disagree","That does not agree with the usual pattern, so confidence is lower.","ይህ ከተለመደው ሁኔታ ጋር አይስማማም፤ ስለዚህ እርግጠኝነቱ አነስተኛ ነው።","machine"
"forecast_weak","That is close to normal, so the pattern may be weaker this time.","ይህ ከመደበኛው ጋር ተቀራራቢ ነው፤ ስለዚህ በዚህ ጊዜ ሁኔታው ደካማ ሊሆን ይችላል።","machine"
"forecast_none","","","machine"
"forecast_partial","(Forecast covers {n} of {of} months.)","(ትንበያው ከ{of} ወራት {n} ወራትን ይሸፍናል።)","machine"
"history_few","Too few past events have data here to give a local average.","በዚህ ቦታ የአካባቢውን አማካይ ለማውጣት መረጃ ያላቸው ያለፉ ክስተቶች በጣም ጥቂት ናቸው።","machine"
"local_seasons.spring and summer","spring and summer","ጸደይና ክረምት","machine"
"local_seasons.winter and spring","winter and spring","በጋና ጸደይ","machine"
"local_seasons.the build-up and wet season","the build-up and wet season","የዝናብ መቃረቢያና የዝናብ ወቅት","machine"
"local_seasons.the monsoon","the monsoon","የሞንሱን ወቅት","machine"
"local_seasons.the summer rains","the summer rains","የክረምት ወቅት ዝናብ","machine"
"local_seasons.the Nordeste rainy season","the Nordeste rainy season","የኖርዴስቴ የዝናብ ወቅት","machine"
"local_seasons.the Amazon dry season","the Amazon dry season","የአማዞን የደረቅ ወቅት","machine"
"local_seasons.the plum rains and summer flood season","the plum rains and summer flood season","የፕለም ዝናብና የክረምት የጎርፍ ወቅት","machine"
"local_seasons.the dry season","the dry season","የደረቅ ወቅት","machine"
"local_seasons.the coastal rainy season","the coastal rainy season","የባህር ዳርቻ የዝናብ ወቅት","machine"
"local_seasons.the Belg/Deyr rains","the Belg/Deyr rains","የበልግ/ደይር ዝናብ","machine"
"local_seasons.the Kiremt rains","the Kiremt rains","የክረምት ዝናብ","machine"
"local_seasons.the wet season","the wet season","የዝናብ ወቅት","machine"
"local_seasons.the rainy season and canícula","the rainy season and canícula","የዝናብ ወቅትና ካኒኩላ","machine"
"local_seasons.musim kemarau","musim kemarau","ሙሲም ከማራው (የደረቅ ወቅት)","machine"
"local_seasons.the southwest monsoon","the southwest monsoon","የደቡብ ምዕራብ ሞንሱን","machine"
"local_seasons.the northeast monsoon","the northeast monsoon","የሰሜን ምስራቅ ሞንሱን","machine"
"local_seasons.the winter rains","the winter rains","የበጋ ዝናብ","machine"
"local_seasons.the short rains","the short rains","የአጭር ዝናብ ወቅት","machine"
"local_seasons.the Maha season rains","the Maha season rains","የማሃ ወቅት ዝናብ","machine"
"local_seasons.the rainy season","the rainy season","የዝናብ ወቅት","machine"
"local_seasons.winter","winter","በጋ","machine"
"local_seasons.the highland rains","the highland rains","የደጋ ዝናብ","machine"
"local_seasons.the Deyr rains","the Deyr rains","የደይር ዝናብ","machine"
"local_seasons.the Vuli rains","the Vuli rains","የቩሊ ዝናብ","machine"
"local_seasons.the second rains","the second rains","የሁለተኛው ዝናብ ወቅት","machine"
"local_seasons.spring","spring","ጸደይ","machine"
"pct_above_cap","more than {n}% above normal","ከመደበኛው ከ{n}% በላይ ከፍ ያለ","machine"
"steps.flood-docs.text","Put ID cards, land papers and phone numbers in a sealed plastic bag.","መታወቂያ፣ የመሬት ወረቀትና የስልክ ቁጥሮችን በሚዘጋ የላስቲክ ከረጢት ውስጥ አድርጉ።","machine"
"steps.flood-docs.why","Papers are the hardest thing to replace after a flood.","ከጎርፍ በኋላ ወረቀቶችን መተካት ከሁሉ የበለጠ አስቸጋሪ ነው።","machine"
"steps.flood-route.text","Agree with your household on a high place to go and a way to get there.","ወደ የትኛው ከፍ ያለ ቦታ እንደምትሄዱና በየትኛው መንገድ እንደምትደርሱ ከቤተሰባችሁ ጋር ተስማሙ።","machine"
"steps.flood-route.why","Deciding in the dark, in the rain, is when people get hurt.","በጨለማና በዝናብ ውስጥ መወሰን ሰዎች የሚጎዱበት ጊዜ ነው።","machine"
"steps.flood-water.text","Store clean drinking water in closed containers, enough for three days.","ንጹህ የመጠጥ ውሃ ለሦስት ቀን የሚበቃ በተዘጉ ዕቃዎች አስቀምጡ።","machine"
"steps.flood-water.why","Floods pollute wells and taps first.","ጎርፍ በመጀመሪያ የጉድጓድና የቧንቧ ውሃን ያቆሽሻል።","machine"
"steps.flood-drains.text","Clear drains, gutters and channels near your home now.","በቤታችሁ አካባቢ ያሉ የውሃ መውረጃዎችን፣ የጣሪያ ቦዮችንና ቦዮችን አሁን አጽዱ።","machine"
"steps.flood-drains.why","Blocked drains turn heavy rain into a flood in your yard.","የተዘጉ የውሃ መውረጃዎች ከባድ ዝናብን በግቢያችሁ ውስጥ ጎርፍ ያደርጉታል።","machine"
"steps.flood-raise.text","Move food, seeds, fertiliser and valuables off the floor.","ምግብ፣ ዘር፣ ማዳበሪያና ውድ ዕቃዎችን ከወለሉ ላይ አንስታችሁ ከፍ ባለ ቦታ አድርጉ።","machine"
"steps.flood-raise.why","Even shallow water ruins stored food and seed.","ጥቂት ውሃ እንኳን የተቀመጠ ምግብንና ዘርን ያበላሻል።","machine"
"steps.flood-animals.text","Plan where animals can go on higher ground.","እንስሶች ወደ የትኛው ከፍ ያለ ቦታ እንደሚሄዱ አስቀድማችሁ አቅዱ።","machine"
"steps.flood-animals.why","Livestock losses are often the biggest cost of a flood.","በጎርፍ ጊዜ የእንስሳት ሞት አብዛኛውን ጊዜ ትልቁ ኪሳራ ነው።","machine"
"steps.flood-warnings.text","Find out how your local warnings are given: radio, SMS, loudspeaker or a neighbour.","የአካባቢያችሁ ማስጠንቀቂያ በምን መንገድ እንደሚሰጥ እወቁ፦ በሬዲዮ፣ በአጭር መልእክት፣ በድምጽ ማጉያ ወይም በጎረቤት።","machine"
"steps.flood-warnings.why","The official warning is the signal to act.","ኦፊሴላዊው ማስጠንቀቂያ እርምጃ ለመውሰድ ምልክት ነው።","machine"
"steps.flood-medical.text","Keep a week of any daily medicines in the emergency bag.","በየቀኑ የምትወስዱትን መድኃኒት የአንድ ሳምንት መጠን በአስቸኳይ ጊዜ ቦርሳ ውስጥ አስቀምጡ።","machine"
"steps.flood-medical.why","Clinics may be cut off for days.","ወደ ጤና ጣቢያ የሚያደርስ መንገድ ለቀናት ሊዘጋ ይችላል።","machine"
"steps.river-level.text","Learn where the river reached in the last big flood and stay above that line.","በመጨረሻው ትልቅ ጎርፍ ወንዙ የደረሰበትን ቦታ እወቁ፤ ከዚያ መስመር በላይ ቆዩ።","machine"
"steps.river-level.why","Past high-water marks are the best local guide.","ውሃ ከዚህ በፊት የደረሰበት ምልክት ለአካባቢው የተሻለ መመሪያ ነው።","machine"
"steps.flash-avoid.text","Never cross a flooded road or dry riverbed during heavy rain.","በከባድ ዝናብ ጊዜ በጎርፍ የተሸፈነ መንገድ ወይም ደረቅ የወንዝ መተላለፊያ በጭራሽ አትሻገሩ።","machine"
"steps.flash-avoid.why","Most flash-flood deaths happen in vehicles and river crossings.","በድንገተኛ ጎርፍ የሚሞቱ አብዛኞቹ ሰዎች በተሽከርካሪ ውስጥና በወንዝ መሻገሪያ ላይ ናቸው።","machine"
"steps.slide-signs.text","Watch for new cracks, tilting trees or springs on slopes above your home.","ከቤታችሁ በላይ ባለው ቁልቁለት ላይ አዲስ ስንጥቅ፣ ያዘነበሉ ዛፎች ወይም አዲስ ምንጭ መኖሩን ተመልከቱ።","machine"
"steps.slide-signs.why","Slopes give warning signs before they fail.","ቁልቁለቶች ከመናድ በፊት ምልክት ያሳያሉ።","machine"
"steps.slide-move.text","If you live below a steep slope, arrange a safer place to sleep during heavy rain.","ከከባድ ቁልቁለት በታች የምትኖሩ ከሆነ በከባድ ዝናብ ጊዜ የምታድሩበትን የበለጠ አስተማማኝ ቦታ አዘጋጁ።","machine"
"steps.slide-move.why","Landslides mostly strike at night after days of rain.","የመሬት መንሸራተት አብዛኛውን ጊዜ ከቀናት ዝናብ በኋላ በሌሊት ይከሰታል።","machine"
"steps.drought-store.text","Fix leaks and add water storage: tanks, drums, or a covered pit.","የውሃ ፍሳሽን ያስተካክሉ፤ የውሃ ማከማቻ ይጨምሩ፦ ታንከር፣ በርሜል ወይም የተሸፈነ ጉድጓድ።","machine"
"steps.drought-store.why","Every litre saved now is a litre you do not have to carry later.","አሁን የተቆጠበ እያንዳንዱ ሊትር ውሃ በኋላ የማይሸከሙት ውሃ ነው።","machine"
"steps.drought-seed.text","Ask your extension officer about early-maturing or drought-tolerant seed.","ቶሎ ስለሚደርስ ወይም ድርቅን ስለሚቋቋም ዘር የግብርና ባለሙያዎን ይጠይቁ።","machine"
"steps.drought-seed.why","Short-season crops can finish before the rains stop.","በአጭር ጊዜ የሚደርሱ ሰብሎች ዝናቡ ከማቆሙ በፊት ሊደርሱ ይችላሉ።","machine"
"steps.drought-plant.text","Plant staggered: some early, some at normal time, not all at once.","በተለያየ ጊዜ ይዝሩ፦ ከፊሉን ቀደም ብለው፣ ከፊሉን በተለመደው ጊዜ፤ ሁሉንም በአንድ ጊዜ አይዝሩ።","machine"
"steps.drought-plant.why","Spreads the risk of a false start to the rains.","ዝናቡ ተጀምሮ ቢቋረጥ የሚደርሰውን ጉዳት ይቀንሳል።","machine"
"steps.drought-fodder.text","Cut and store extra fodder; consider selling weak animals early.","ተጨማሪ የከብት መኖ አጭደው ያከማቹ፤ የደከሙ እንስሳትን ቀድመው መሸጥ ያስቡበት።","machine"
"steps.drought-fodder.why","Prices fall once everyone sells at the same time.","ሁሉም ሰው በአንድ ጊዜ ሲሸጥ ዋጋ ይወርዳል።","machine"
"steps.drought-food.text","Buy staple food a little at a time now while prices are normal.","ዋጋ አሁን የተለመደ ስለሆነ ዋና ዋና ምግቦችን ጥቂት በጥቂት ይግዙ።","machine"
"steps.drought-food.why","Food prices rise fastest when harvests fail.","ምርት ሲጠፋ የምግብ ዋጋ በጣም በፍጥነት ይጨምራል።","machine"
"steps.drought-share.text","Agree with neighbours how a shared well or tank will be rationed.","የጋራ የውሃ ጉድጓድ ወይም ታንከር እንዴት ተከፋፍሎ እንደሚያገለግል ከጎረቤቶች ጋር ይስማሙ።","machine"
"steps.drought-share.why","Agreed rules prevent conflict when water gets short.","ውሃ ሲያንስ የተስማሙበት ደንብ ጭቅጭቅን ይከላከላል።","machine"
"steps.droughtne-store.text","Store water and plan irrigation if you are in the north or east.","በሰሜን ወይም በምሥራቅ ከሆኑ ውሃ ያከማቹ፤ ስለ መስኖም ያቅዱ።","machine"
"steps.droughtne-store.why","El Niño summers are often dry there.","እዚያ አካባቢ በ El Niño ጊዜ የበጋ ወቅት ብዙ ጊዜ ደረቅ ይሆናል።","machine"
"steps.water-reuse.text","Reuse washing water for gardens and toilets.","የእጥበት ውሃን ለአትክልትና ለመጸዳጃ ቤት እንደገና ይጠቀሙ።","machine"
"steps.water-reuse.why","Cuts household water use by a third.","የቤተሰብን የውሃ ፍጆታ በአንድ ሦስተኛ ይቀንሳል።","machine"
"steps.water-schedule.text","Learn your city's water rationing schedule and fill containers on supply days.","የከተማዎን የውሃ ተራ መርሃ ግብር ይወቁ፤ ውሃ በሚለቀቅበት ቀን እቃዎችን ይሙሉ።","machine"
"steps.water-schedule.why","Cities ration during dry seasons; knowing the day avoids empty taps.","ከተሞች በደረቅ ወቅት ውሃን በተራ ያከፋፍላሉ፤ ቀኑን ማወቅ ቧንቧ ባዶ ሆኖ እንዳያገኝዎት ይረዳል።","machine"
"steps.fire-clear.text","Clear dry grass and brush at least 10 metres around buildings.","በሕንፃዎች ዙሪያ ቢያንስ 10 ሜትር ደረቅ ሣርና ቁጥቋጦ ያጽዱ።","machine"
"steps.fire-clear.why","A cleared strip stops most grass fires reaching a house.","የጸዳ ቦታ አብዛኛው የሣር እሳት ወደ ቤት እንዳይደርስ ያግዳል።","machine"
"steps.fire-noburn.text","Do not burn fields or rubbish on hot, windy days.","ሙቀትና ነፋስ ባለበት ቀን እርሻን ወይም ቆሻሻን አያቃጥሉ።","machine"
"steps.fire-noburn.why","Most large fires start as a controlled burn that escaped.","አብዛኛው ትልቅ እሳት የሚጀምረው ተቆጣጥሮ ከተለኮሰና ካመለጠ እሳት ነው።","machine"
"steps.bush-plan.text","Make a leave-early plan and follow your fire service's danger ratings.","ቀድሞ የመውጣት እቅድ ያዘጋጁ፤ የእሳት አደጋ አገልግሎት የሚያወጣውን የአደጋ ደረጃ ይከታተሉ።","machine"
"steps.bush-plan.why","Leaving late is the most dangerous choice in a bushfire.","በጫካ እሳት ጊዜ ዘግይቶ መውጣት በጣም አደገኛው ምርጫ ነው።","machine"
"steps.wild-plan.text","Prepare an evacuation bag and know two ways out of your area.","የመልቀቂያ ቦርሳ ያዘጋጁ፤ ከአካባቢዎ የሚወጡባቸውን ሁለት መንገዶች ይወቁ።","machine"
"steps.wild-plan.why","Wildfires can close the main road within minutes.","የዱር እሳት ዋናውን መንገድ በደቂቃዎች ውስጥ ሊዘጋ ይችላል።","machine"
"steps.haze-mask.text","Keep masks for smoke days and a room that can be closed off.","ለጭስ ቀናት የአፍና አፍንጫ መሸፈኛ ያዘጋጁ፤ በደንብ ሊዘጋ የሚችል አንድ ክፍልም ይኑርዎት።","machine"
"steps.haze-mask.why","Smoke haze harms children and the elderly most.","የጭስ ጭጋግ ከሁሉም በላይ ልጆችንና አረጋውያንን ይጎዳል።","machine"
"steps.heat-hours.text","Move hard work to early morning and late afternoon.","ከባድ ሥራን ማልደው ጠዋት እና ወደ ማምሻው ይሥሩ።","machine"
"steps.heat-hours.why","Heat illness peaks in the middle of the day.","በሙቀት የሚመጣ ሕመም በእኩለ ቀን ላይ በጣም ይበዛል።","machine"
"steps.heat-check.text","Check daily on elderly neighbours and people living alone.","አረጋውያን ጎረቤቶችንና ብቻቸውን የሚኖሩ ሰዎችን በየቀኑ ይጠይቁ።","machine"
"steps.heat-check.why","Most heat deaths happen quietly at home.","አብዛኛው በሙቀት ምክንያት የሚደርስ ሞት በቤት ውስጥ በጸጥታ ይከሰታል።","machine"
"steps.heat-water.text","Drink water often, before you feel thirsty.","ጥም ከመሰማትዎ በፊት ውሃ ደጋግመው ይጠጡ።","machine"
"steps.heat-water.why","Thirst comes late when the body is already short of water.","ጥም የሚሰማው ዘግይቶ ነው፤ ያኔ ሰውነት ውሃ አጥሮታል።","machine"
"steps.disease-water.text","Boil or treat drinking water when floods reach wells or pipes.","ጎርፍ ወደ የውሃ ጉድጓድ ወይም ወደ ቧንቧ ሲደርስ የመጠጥ ውሃን ያፍሉ ወይም በኬሚካል ያጽዱ።","machine"
"steps.disease-water.why","Cholera and diarrhoea spread through flood water.","ኮሌራና ተቅማጥ በጎርፍ ውሃ አማካኝነት ይተላለፋሉ።","machine"
"steps.disease-mosquito.text","Empty standing water around the home every few days and use nets.","በቤት ዙሪያ የቆመ ውሃን በየጥቂት ቀናት ያስወግዱ፤ የአልጋ አጎበር ይጠቀሙ።","machine"
"steps.disease-mosquito.why","Mosquito diseases rise after heavy rain.","በትንኝ የሚተላለፉ በሽታዎች ከከባድ ዝናብ በኋላ ይጨምራሉ።","machine"
"steps.cholera-ors.text","Keep oral rehydration salts at home and know the nearest clinic.","የአፍ ውሃ ማካካሻ ጨው (ORS) በቤት ያስቀምጡ፤ የቅርብ ጤና ጣቢያውን ይወቁ።","machine"
"steps.cholera-ors.why","Fast rehydration saves lives in cholera outbreaks.","በኮሌራ ወረርሽኝ ጊዜ ውሃን ቶሎ መተካት ሕይወት ያድናል።","machine"
